pleiades_uri,wikidata_uri,wikidata_label,wikidata_description,wikidata_coordinates,chronique_id,dare_id,geonames_id,gettytgn_id,idaigaz_id,loc_id,manto_id,nomisma_id,topostext_id,trismegistos_id,viaf_id,vici_id,wikipedia_en
https://pleiades.stoa.org/places/531127,http://www.wikidata.org/entity/Q7827503,Toryne,ancient city in Greece,Point(20.400195 39.284988),,31660,,,,,,,393204UTor,,,,https://en.wikipedia.org/wiki/Toryne
https://pleiades.stoa.org/places/531134,http://www.wikidata.org/entity/Q2005416,Tymfi,"mountain in Epirus, Greece",Point(20.813888888 39.997222222),,43757,252859,,,,,,400208LTym,,,,https://en.wikipedia.org/wiki/Tymphe
https://pleiades.stoa.org/places/531152,http://www.wikidata.org/entity/Q113511401,Xylokastro,"ancient fortification on Xylokastro ridge, Kalamos",Point(20.9475 38.6436),,34614,,,,,,,386209FXyl,,,,
https://pleiades.stoa.org/places/531536067,http://www.wikidata.org/entity/Q2374891,Ramnes,Roman tribe,,,,,,,,,,,50135,,,
https://pleiades.stoa.org/places/533786623,http://www.wikidata.org/entity/Q18709981,Ancient Roman house of Vespasia Polla,"building in Spoleto, Italy, of the mother of the Roman emperor Vespasian",Point(12.737849 42.73377),,,,,,,,,,,295652539,,
https://pleiades.stoa.org/places/534537108,http://www.wikidata.org/entity/Q12293032,Sboryanovo Historical and Archeological Reserve,archaeological site in Bulgaria,Point(26.760750556 43.73820156),,,,,,,,,,,,,
https://pleiades.stoa.org/places/535297381,http://www.wikidata.org/entity/Q85795198,Qaleh Kharabeh,"fort and archaeological site in Gorgan, Golestan Province, Iran",Point(54.426454175 37.102462921),,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Qaleh_Kharabeh,_Gorgan"
https://pleiades.stoa.org/places/536055,http://www.wikidata.org/entity/Q121336667,Amphipyrgos,"cape of ancient Kerkyra, mentioned by Ptolemaeus",http://www.wikidata.org/.well-known/genid/db1f278f0beaddf44ecf0850bd23e36f,,,,,,,,,,,,,
https://pleiades.stoa.org/places/536086,http://www.wikidata.org/entity/Q657821,Katsina State,state in Nigeria,Point(7.5 12.25),,,2334797,7015580,,,,,,,,,https://en.wikipedia.org/wiki/Katsina_State
https://pleiades.stoa.org/places/536106,http://www.wikidata.org/entity/Q65082802,Melos,ancient village of Akarnania,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Melos_(Acarnania)
https://pleiades.stoa.org/places/538862595,http://www.wikidata.org/entity/Q1887409,Royal Palace of Mari,royal palace of the kingdom of Mari in eastern Syria,Point(40.888473 34.551399),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Royal_Palace_of_Mari
https://pleiades.stoa.org/places/540582,http://www.wikidata.org/entity/Q304823,Abae,Ancient temple site on the east of Kalapodi. Phokida,Point(22.917 38.587),,23113,,,,,10274687,,386229PAba,38116,1034162238561813810008,,https://en.wikipedia.org/wiki/Abae
https://pleiades.stoa.org/places/540601,http://www.wikidata.org/entity/Q57748886,Aedepsus,town in ancient Euboea,Point(23.045529 38.859193),,22258,,,,,,,389230PAid,,248302436,,https://en.wikipedia.org/wiki/Aedepsus
https://pleiades.stoa.org/places/540603,http://www.wikidata.org/entity/Q4687523,Aegae,"ancient town in Euboea, near which a sanctuary of Aegean Poseidon was built upon a hill",Point(23.555 38.586),,29286,,,,,,,386236UAig,,,,https://en.wikipedia.org/wiki/Aegae_(Euboea)
https://pleiades.stoa.org/places/540619,http://www.wikidata.org/entity/Q1044061,Alalcomenae,ancient city of Boeotia,Point(23.00169 38.385259),,29293,,,,,9746290,,384230PAla,,,,https://en.wikipedia.org/wiki/Alalcomenae_(Boeotia)
https://pleiades.stoa.org/places/540622,http://www.wikidata.org/entity/Q16482788,Alope,ancient settlement in Ozolian Locris,,,29295,,,,,,,384221UAlo,,,,https://en.wikipedia.org/wiki/Alope_(Ozolian_Locris)
https://pleiades.stoa.org/places/540626,http://www.wikidata.org/entity/Q12872250,Ambrossos,"ancient city of Phocis, modern Distomo",Point(22.663 38.4296),,25173,,,,,10274697,,384227PAmb,,,,https://en.wikipedia.org/wiki/Ambrysus_(Phocis)
https://pleiades.stoa.org/places/540630,http://www.wikidata.org/entity/Q38281545,Amphissa,"ancient polis of western Locris, Greece",Point(22.373799 38.531164),,,,,,,10274739,,385224PAmp,,,,
https://pleiades.stoa.org/places/540635,http://www.wikidata.org/entity/Q106376210,Anchoe,Ancient settlement in Opountian Locris.,Point(23.2891 38.5415),,29300,,,,,10152764,,385233UAnc,,,,
https://pleiades.stoa.org/places/540645,http://www.wikidata.org/entity/Q12404155,Aphetae,"ancient locality in Magnesia, Greece",Point(23.274166666 39.141388888),,29305,,,,,9374895,,391233UAph,,,,https://en.wikipedia.org/wiki/Aphetae
https://pleiades.stoa.org/places/540663,http://www.wikidata.org/entity/Q16488813,Arne,ancient city of Boeotia,Point(22.93328 38.48288),,29310,,,,,9651958,,385229UArn,,,,https://en.wikipedia.org/wiki/Arne_(Boeotia)
https://pleiades.stoa.org/places/540663113,http://www.wikidata.org/entity/Q3748439,Triangular forum,"Site in Pompeii, Italy",Point(14.487699 40.748915),,,,,,,,,,,,,
https://pleiades.stoa.org/places/540664,http://www.wikidata.org/entity/Q134040011,sanctuary of Artemis Diktynnaia near Ambrossos,ancient cult site described by Pausanias in Greece,Point(22.6555 38.4156),,,,,,,,,,,,,
https://pleiades.stoa.org/places/540667,http://www.wikidata.org/entity/Q751576,Artemisio municipality,former municipality in Greece,Point(23.22763 39.009814),,21970,264551,,,,,,390232SArt,,,,https://en.wikipedia.org/wiki/Artemisio
https://pleiades.stoa.org/places/540671,http://www.wikidata.org/entity/Q131445731,Askyris?,"GRPOLY: Ἀσκυριεὺς | DESC: Classical to Roman settlement thought, probably erroneously, to be S of Sparmo monastery in Larisa Thessaly | P625: 40.0041/22.302 | modern: Moni Sparmou | P1584: 540671 | P1936: 29311 | P8137:",Point(22.302 40.0041),,29311,,,,,,,400223UAsk,,,,
https://pleiades.stoa.org/places/540672,http://www.wikidata.org/entity/Q2737429,Asopos,"river in Boeotia and northern Attica, Greece",Point(23.74193 38.33368),,,264480,,,,9612000,,383233WAso,,,,https://en.wikipedia.org/wiki/Asopos_(Boeotia)
https://pleiades.stoa.org/places/540674,http://www.wikidata.org/entity/Q16619192,Peirasiai,ancient town of Thessaly,Point(22.103172474 39.420394455),,,,,,,,,394221UPei,,,,https://en.wikipedia.org/wiki/Peirasia
https://pleiades.stoa.org/places/540680,http://www.wikidata.org/entity/Q134040005,Athena Trachinis sanctuary near Trachis,ancient cult site described by Pausanias in Greece,Point(22.37189 38.78727),,,,,,,,,,,,,
https://pleiades.stoa.org/places/540682,http://www.wikidata.org/entity/Q6174143,Atrax,ancient city in Greece,Point(22.1667 39.5833),,,,,,,,,396222PAtr,12053,,,https://en.wikipedia.org/wiki/Atrax_(Thessaly)
https://pleiades.stoa.org/places/540689,http://www.wikidata.org/entity/Q187570,Boeotia,historical region in Central Greece,Point(22.5333 38.9),,,,,,,8195196,,384233RBoi,,,,
https://pleiades.stoa.org/places/540694,http://www.wikidata.org/entity/Q895095,Boulis,ancient settlement of Phokis,Point(22.80919444 38.28219444),,29316,,,,,,,383228PBou,,,,https://en.wikipedia.org/wiki/Bulis_(Phocis)
https://pleiades.stoa.org/places/540695,http://www.wikidata.org/entity/Q106564040,Boumeliteia (East Lokris),"archaic to Late Antique polis of Locris, known from inscriptions",Point(23.1767 38.6002),,29317,,,,,,,386232PBou,,,,
https://pleiades.stoa.org/places/540699,http://www.wikidata.org/entity/Q750313,Calydon,ancient Greek city in Aetolia,Point(21.533275 38.372548),,21986,,5004281,,,8254028,,384215UKal,,315168305,,https://en.wikipedia.org/wiki/Calydon
https://pleiades.stoa.org/places/540703,http://www.wikidata.org/entity/Q21235810,Chalcis,ancient polis of Euboea,Point(23.5971 38.4624),,,,,,,9718698,,385236PCha,,,,
https://pleiades.stoa.org/places/540704,http://www.wikidata.org/entity/Q16540305,Chalaeum,ancient city of Greece,Point(22.38728 38.378004),,22820,,,,,,,384224PCha,,,,https://en.wikipedia.org/wiki/Chalaeum
https://pleiades.stoa.org/places/540708,http://www.wikidata.org/entity/Q3561875,Varasova,"mountain in Greece, the ancient Mt. Chalkis",Point(21.599444444 38.354722222),,43634,252292,,,,,,384216LCha,,2779156619143728780002,,https://en.wikipedia.org/wiki/Varasova
https://pleiades.stoa.org/places/540712,http://www.wikidata.org/entity/Q16528062,Cyretiae,ancient city of Thessaly,Point(22.12219 39.77615),,29323,,,,,,,398222PChy,,,,https://en.wikipedia.org/wiki/Cyretiae
https://pleiades.stoa.org/places/540717,http://www.wikidata.org/entity/Q593295,Koroneia,"ancient city in Boeotia, Greece",Point(22.956902777 38.392613888),,23114,,,,,9651955,,384230PKor,33356,1571153239457029450003,33331,https://en.wikipedia.org/wiki/Coroneia_(Boeotia)
https://pleiades.stoa.org/places/540719,http://www.wikidata.org/entity/Q391087,Battle of Cynoscephalae,battle of the Second Macedonian War,Point(22.5667 39.4167),,21982,260131,,,,10833986,,394224LCyn,,,,https://en.wikipedia.org/wiki/Battle_of_Cynoscephalae
https://pleiades.stoa.org/places/540725,http://www.wikidata.org/entity/Q1184284,Delium,lost sanctuary of Apollo on coast of Boeotia,Point(23.64910126 38.34798392),,29324,,,,,10773522,,383237UDel,,,,https://en.wikipedia.org/wiki/Delium
https://pleiades.stoa.org/places/540727,http://www.wikidata.org/entity/Q11916807,Delphinium,"ancient coastal settlement of Attica, Greece",Point(23.85114 38.308597),,22846,,,,,,,383239UDel,,,,https://en.wikipedia.org/wiki/Delphinium_(Boeotia)
https://pleiades.stoa.org/places/540730,http://www.wikidata.org/entity/Q1150349,Demetrias,ancient Greek city,Point(22.92415 39.34347),,21977,7732655,,,,,,393229UDem,,,,https://en.wikipedia.org/wiki/Demetrias
https://pleiades.stoa.org/places/540738,http://www.wikidata.org/entity/Q106559913,Donakon (Boeotia),"classical to Late Antique site, possibly Donakon, at Tatiza (Ag. Triada chapel) in Boeotia, Central Greece",Point(23.093 38.2715),,29326,,,,,,,383231UDon,,,,
https://pleiades.stoa.org/places/540744,http://www.wikidata.org/entity/Q11917781,Dryopes,tribe of ancient Greece,,,,,,,,10126460,,383243RDry,,,,https://en.wikipedia.org/wiki/Dryopes
https://pleiades.stoa.org/places/540746,http://www.wikidata.org/entity/Q112668255,Kastri Dystou,"archaeological site in Kymi-Aliveri Municipality, Greece",Point(24.145277777 38.355277777),,29329,,,,,,,384241PDys,,,,
https://pleiades.stoa.org/places/540749,http://www.wikidata.org/entity/Q16562635,Achinos,ancient city in Greece,Point(22.726209 38.895473),,29330,,,,,,,389227PEch,33403,,,https://en.wikipedia.org/wiki/Echinus_(Thessaly)
https://pleiades.stoa.org/places/540750,http://www.wikidata.org/entity/Q12876787,Eilesium,"ancient city in Boeotia, Greece",Point(23.504108 38.30214),,29331,,,,,9651942,,383235UEil,,,,https://en.wikipedia.org/wiki/Eilesium
https://pleiades.stoa.org/places/540760,http://www.wikidata.org/entity/Q16561472,Elone,"ancient settlement of Thessaly, Greece",Point(22.30748 39.82647),,29334,,,,,9720475,,398223UElo,,,,https://en.wikipedia.org/wiki/Elone
https://pleiades.stoa.org/places/540771,http://www.wikidata.org/entity/Q56399414,Erythrae,"ancient town in Boeotia, Greece",Point(23.403565 38.235699),,,,,,,9651943,,382234PEry,,,,https://en.wikipedia.org/wiki/Erythrae_(Boeotia)
https://pleiades.stoa.org/places/540775,http://www.wikidata.org/entity/Q173096,Euboea,Greek island,Point(24.0 38.5),,41413,262565,,2299046,,8195202,,385239IEub,672,"316732156,242066094",,https://en.wikipedia.org/wiki/Euboea
https://pleiades.stoa.org/places/540778,http://www.wikidata.org/entity/Q2728339,Peristera,Greek island in the Sporades,Point(23.97 39.18),,43647,255535,,,,,,393238IEud,,,,https://en.wikipedia.org/wiki/Peristera
https://pleiades.stoa.org/places/540779,http://www.wikidata.org/entity/Q60790524,Eudierum,ancient fort or settlement of Thessaly,Point(22.415592 39.929704),,,,,,,,,399224UEud,,,,https://en.wikipedia.org/wiki/Eudieru
https://pleiades.stoa.org/places/540782,http://www.wikidata.org/entity/Q60790821,Eupalium,ancient town of central Greece,Point(21.936403 38.415046),,,,,,,,,384219UEup,,,,https://en.wikipedia.org/wiki/Eupalium
https://pleiades.stoa.org/places/540783,http://www.wikidata.org/entity/Q1137741,Euripus Strait,"strait in Greece, separating Euboea from the mainland",Point(23.5893631 38.46269577),,38393,262573,,,sh96001084,,,385236WEur,,315162104,,https://en.wikipedia.org/wiki/Euripus_Strait
https://pleiades.stoa.org/places/540787,http://www.wikidata.org/entity/Q1378952,Eutresis,ancient city in Greece,Point(23.2048201 38.2692644),,29345,,,,,9651952,,383232PEut,,,,https://en.wikipedia.org/wiki/Eutresis_(Boeotia)
https://pleiades.stoa.org/places/540791,http://www.wikidata.org/entity/Q11924352,Glisas,town of ancient Boeotia,Point(23.396935 38.391809),,29347,,,,,9651957,,384234UGli,,,,https://en.wikipedia.org/wiki/Glisas
https://pleiades.stoa.org/places/540793,http://www.wikidata.org/entity/Q3494031,Gonnus,"ancient city of Thessaly, Greece",Point(22.476245 39.860948),,22743,261996,,,,,,399225UGon,,,,https://en.wikipedia.org/wiki/Gonnus
https://pleiades.stoa.org/places/540800,http://www.wikidata.org/entity/Q15632345,Halae,"ancient city of Locris, central Greece",Point(23.1896 38.6583),,29351,,,,,,,387232PHal,,,,https://en.wikipedia.org/wiki/Halae
https://pleiades.stoa.org/places/540802,http://www.wikidata.org/entity/Q16573879,Halicyrna,"town of ancient Aetolia, Greece",Point(21.486141 38.388092),,29352,,,,,,,384215PHal,,,,https://en.wikipedia.org/wiki/Halicyrna
https://pleiades.stoa.org/places/540811,http://www.wikidata.org/entity/Q16561475,Ellopia,ancient city of Euboea,Point(23.157141 38.899951),,29354,,,,,,,389231UHel,,,,https://en.wikipedia.org/wiki/Ellopia
https://pleiades.stoa.org/places/540817,http://www.wikidata.org/entity/Q107586662,Histiaia,"ancient Greek polis on Euboea, later called Oreus",Point(23.0905 38.9466),,,,,,,9718700,,389231PHis,,,,https://en.wikipedia.org/wiki/Oreus
https://pleiades.stoa.org/places/540818,http://www.wikidata.org/entity/Q60743298,Homilae,ancient city of Phthiotis,Point(22.4038 38.7651),,29356,,,,,,,388224UHom,,,,https://en.wikipedia.org/wiki/Homilae
https://pleiades.stoa.org/places/540824,http://www.wikidata.org/entity/Q106372949,Hylai,Hellenistic to Roman settlement in Boeotia.,Point(23.2787 38.4108),,29358,,,,,,,384233UHyl,,,,
https://pleiades.stoa.org/places/540833,http://www.wikidata.org/entity/Q647941,Alonnisos,Greek island in the Aegean Sea and Municipality,Point(23.908611111 39.210555555),,43646,265262,,,,,,392239PIko,,243193568,,https://en.wikipedia.org/wiki/Alonnisos
https://pleiades.stoa.org/places/540835,http://www.wikidata.org/entity/Q115152580,Icus,"ancient city on Alonnisos island, Greece",Point(23.900777 39.163501),,,,,,,,,392239PIko,,,,
https://pleiades.stoa.org/places/540839,http://www.wikidata.org/entity/Q16580166,Isus,ancient town of Boeotia,Point(23.3892 38.4778),,29366,,,,,,,385234UIso,,,,https://en.wikipedia.org/wiki/Isus_(Boeotia)
https://pleiades.stoa.org/places/540842,http://www.wikidata.org/entity/Q3155980,Iton,human settlement in Greece,Point(22.711061111 39.164652777),,36763,,,,,9720421,,392227SIto,12052,,,https://en.wikipedia.org/wiki/Iton_(Thessaly)
https://pleiades.stoa.org/places/540870,http://www.wikidata.org/entity/Q21060918,Cnemides,"ancient town or fort of East Locris, Greece",Point(22.824 38.785),,34356,,,,,,,388228FKne,,,,https://en.wikipedia.org/wiki/Cnemides
https://pleiades.stoa.org/places/540875,http://www.wikidata.org/entity/Q16551768,Kondaia,ancient Greek city of Thessaly,,,34357,,,,,,,398224PKon,,,,https://en.wikipedia.org/wiki/Kondaia
https://pleiades.stoa.org/places/540878,http://www.wikidata.org/entity/Q5168569,Copae,ancient Greek city-state of Boeotia,Point(23.16666603 38.5),,23116,,,,,9651950,,385232PKop,,,,https://en.wikipedia.org/wiki/Copae
https://pleiades.stoa.org/places/540881,http://www.wikidata.org/entity/Q60790577,Korope,ancient city of Magnesia,Point(23.107281 39.309659),,29382,,,,,,,393231UKor,,,,https://en.wikipedia.org/wiki/Korope
https://pleiades.stoa.org/places/540882,http://www.wikidata.org/entity/Q13580762,Corseia,ancient Greek polis of Boeotia,Point(23.08241 38.59375),,29383,,,,,,,386231UKor,,,,https://en.wikipedia.org/wiki/Corseia
https://pleiades.stoa.org/places/540886,http://www.wikidata.org/entity/Q56427665,Cranon,town and polis in Ancient Greece,Point(22.30245 39.50051),,22745,,,,,,,395223UKra,,,,https://en.wikipedia.org/wiki/Cranon
https://pleiades.stoa.org/places/540894,http://www.wikidata.org/entity/Q1790786,Ktimene,ancient place in Thessaly,Point(21.98373 39.06646),,,,,,,,,391220PKti,,,,https://en.wikipedia.org/wiki/Ctimene_(Thessaly)
https://pleiades.stoa.org/places/540896,http://www.wikidata.org/entity/Q5200184,Cynus,ancient coastal settlement of central Greece,Point(23.0625 38.72333333),,29389,,,,,9688220,,387231PKyn,,,,https://en.wikipedia.org/wiki/Cynus
https://pleiades.stoa.org/places/540905,http://www.wikidata.org/entity/Q178405,Larissa,city of Thessaly region in Greece,Point(22.413061 39.638493),,21979,258576,,,n85137338,10159447,,396224PLar,,148988510,,https://en.wikipedia.org/wiki/Larissa
https://pleiades.stoa.org/places/540913,http://www.wikidata.org/entity/Q2606004,Leuctra,village in Greece,Point(23.182222222 38.254444444),,22839,258414,,,,10772026,,383231ULeu,,,,https://en.wikipedia.org/wiki/Lefktra
https://pleiades.stoa.org/places/540918,http://www.wikidata.org/entity/Q3354839,Opuntian Locris,ancient Greek region,Point(22.75 38.75),,,,,,,8195194,locri_opuntii,386231ROpu,,,,https://en.wikipedia.org/wiki/Opuntian_Locris
https://pleiades.stoa.org/places/540926,http://www.wikidata.org/entity/Q97410208,Makra Kome,"site of settlement and fortification located in Phthiotida, Central Greece",Point(22.11292 38.95814),,34359,,,,,,,390221FMak,33402,,,https://en.wikipedia.org/wiki/Macra_Come
https://pleiades.stoa.org/places/540931,http://www.wikidata.org/entity/Q16597077,Maloea,ancient city in Thessaly,Point(22.080717 39.850853),,34360,,,,,,,399221PMal,,,,https://en.wikipedia.org/wiki/Malloea
https://pleiades.stoa.org/places/540940,http://www.wikidata.org/entity/Q11936311,Medeon,city in Ancient Greece,Point(23.167231 38.386401),,29399,,,,,9651948,,384232UMed,,,,https://en.wikipedia.org/wiki/Medeon_(Boeotia)
https://pleiades.stoa.org/places/540942,http://www.wikidata.org/entity/Q16637883,Tarphe,ancient city of Locris,Point(22.6155 38.7529),,,,,,,,,388226PTar,,,,https://en.wikipedia.org/wiki/Tarphe
https://pleiades.stoa.org/places/540949,http://www.wikidata.org/entity/Q17622773,Mondaea,ancient Greek city,Point(21.9338 39.96769),,29404,,,,,,,400219PMon,,,,https://en.wikipedia.org/wiki/Mondaea
https://pleiades.stoa.org/places/540951,http://www.wikidata.org/entity/Q7912361,Valley of the Muses,ancient sanctuary of the Muses under Mt. Helicon,Point(23.0587 38.3208),,22838,,,,,,,383231SMus,,,,https://en.wikipedia.org/wiki/Valley_of_the_Muses
https://pleiades.stoa.org/places/540953,http://www.wikidata.org/entity/Q1529070,Mycalessus,ancient city of Boeotia,Point(23.516666666 38.4),,29406,,,,,9651940,,384235PMyk,,,,https://en.wikipedia.org/wiki/Mycalessus
https://pleiades.stoa.org/places/540954,http://www.wikidata.org/entity/Q11883640,Mylae,town in Ancient Greece,Point(22.08809 39.74173),,34363,,,,,,,398221PMyl,,,,https://en.wikipedia.org/wiki/Mylae_(Thessaly)
https://pleiades.stoa.org/places/540961,http://www.wikidata.org/entity/Q20108669,Nea Pleuron,"Greek ancient city in Aitolia, continuation of older Pleuron",Point(21.407196 38.41292),,21994,,,,,,,384214PNPl,,,,
https://pleiades.stoa.org/places/540963,http://www.wikidata.org/entity/Q7024349,"Nicaea, Locris","ancient city of Locris, Greece",Point(22.5971 38.8048),,29409,,,,,,,388226PNik,1454,,,https://en.wikipedia.org/wiki/Nicaea_(Locris)
https://pleiades.stoa.org/places/540967,http://www.wikidata.org/entity/Q25019614,Livadostra stream,"stream in Thiva municipality, Greece",Point(23.1154 38.2062),,,258184,,,,10146465,,383233WOer,,,,
https://pleiades.stoa.org/places/540971,http://www.wikidata.org/entity/Q60791943,Oechalia (Arcadia),unlocated ancient city of Arcadia mentioned by Stephanus of Byzantium,,,46261,,,,,9906413,,386241UOic,,,,https://en.wikipedia.org/wiki/Oechalia_(Arcadia)
https://pleiades.stoa.org/places/540972,http://www.wikidata.org/entity/Q11939252,Oeneon,"town of ancient Locris, Greece",Point(21.9936 38.4003),,22828,,,,,,,384220UOin,,,,https://en.wikipedia.org/wiki/Oeneon
https://pleiades.stoa.org/places/540975,http://www.wikidata.org/entity/Q60790130,Oenophyta,ancient city of Boeotia,Point(23.6309 38.3048),,29411,,,,,,,383236UOin,,,,https://en.wikipedia.org/wiki/Oenophyta
https://pleiades.stoa.org/places/540977,http://www.wikidata.org/entity/Q60791651,Oeum,,Point(23.0501 38.629),,29412,,,,,,,386231UOio,,,,https://en.wikipedia.org/wiki/Oeum_(Locris)
https://pleiades.stoa.org/places/540978,http://www.wikidata.org/entity/Q7075656,Ocalea,ancient city-state of Boeotia,Point(23.03774 38.351509),,29413,,,,,8253970,,384230UOka,,,,https://en.wikipedia.org/wiki/Ocalea_(town)
https://pleiades.stoa.org/places/540982,http://www.wikidata.org/entity/Q60790525,Gonnocondylus,town in ancient Greece,Point(22.496138 39.855136),,29416,,,,,,,399225UOly,,,,https://en.wikipedia.org/wiki/Gonnocondylus
https://pleiades.stoa.org/places/540989,http://www.wikidata.org/entity/Q15696476,Orobiae,town on the western coast of ancient Euboea,Point(23.2243 38.8169),,29419,,,,,,,388232POro,,,,https://en.wikipedia.org/wiki/Orobiae
https://pleiades.stoa.org/places/541005,http://www.wikidata.org/entity/Q25006158,Pamisos,"seasonal river in Thessaly, Greece",Point(21.833888888 39.503055555),,,255954,,,,,,394217WPam,,,,
https://pleiades.stoa.org/places/541011,http://www.wikidata.org/entity/Q15674594,Parapotamii,ancient polis of Phocis in Greece,Point(22.806 38.554),,29427,,,,,,,386228PPar,,,,https://en.wikipedia.org/wiki/Parapotamii
https://pleiades.stoa.org/places/541016,http://www.wikidata.org/entity/Q16617291,Pedieis,"town in Greece, destroyed in 480 BC",Point(22.671601 38.626517),,29430,,,,,,,386227PPed,,,,https://en.wikipedia.org/wiki/Pedieis
https://pleiades.stoa.org/places/541023,http://www.wikidata.org/entity/Q7536281,Skopelos,capital town in island of Skopelos,Point(23.727 39.122),,22966,253581,,,,,,391237PPep,,,,https://en.wikipedia.org/wiki/Skopelos_(town)
https://pleiades.stoa.org/places/541027,http://www.wikidata.org/entity/Q7169613,Perrhaebia,,Point(22.35303 39.845137),,,,,,,9720489,,398232RPer,,,,https://en.wikipedia.org/wiki/Perrhaebia
https://pleiades.stoa.org/places/541028,http://www.wikidata.org/entity/Q12883430,Peteon,,Point(23.412119 38.443961),,29433,,,,,9651947,,384234UPet,,,,https://en.wikipedia.org/wiki/Peteon
https://pleiades.stoa.org/places/541032,http://www.wikidata.org/entity/Q60790441,Phaestus,ancient port town of Ozolian Locris,Point(22.2485 38.3735),,22829,,,,,,,384223UPha,,,,https://en.wikipedia.org/wiki/Phaestus_(Locris)
https://pleiades.stoa.org/places/541040,http://www.wikidata.org/entity/Q16566325,Pharae,"ancient settlement of Boeotia, Greece",Point(23.66666667 38.33333333),,29438,,,,,,,384236PPha,,,,https://en.wikipedia.org/wiki/Pharae_(Boeotia)
https://pleiades.stoa.org/places/541041,http://www.wikidata.org/entity/Q16566331,Pharcadon,"ancient city of Thessaly, with its acropolis at Klokoto castle",Point(22.01213 39.56679),,22806,,,,,,,396220PPha,,,,https://en.wikipedia.org/wiki/Pharcadon
https://pleiades.stoa.org/places/541049,http://www.wikidata.org/entity/Q31842066,Phoinix,,,,,,,,,,,388225WPho,,,,
https://pleiades.stoa.org/places/541051,http://www.wikidata.org/entity/Q106393075,Phokikon,archaic/classical federal sanctuary/council house of the Phokian cities,Point(22.7441 38.4815),,36773,,,,,,,385228SPho,,,,
https://pleiades.stoa.org/places/541052,http://www.wikidata.org/entity/Q207554,Phthiotis Regional Unit,regional unit of Greece,Point(22.533333333 38.9),,,262187,,,n83014426,,,,,139588182,,https://en.wikipedia.org/wiki/Phthiotis
https://pleiades.stoa.org/places/541053,http://www.wikidata.org/entity/Q1247052,Phylace,"ancient town of Phthiotis, Greece",Point(22.76805556 39.27027778),,29443,,,,,8228889,,393228PPhy,,,,https://en.wikipedia.org/wiki/Phylace_(Thessaly)
https://pleiades.stoa.org/places/541055,http://www.wikidata.org/entity/Q60790574,Phyliadon,ancient town of Thessaly,Point(22.4987 39.12616),,34365,,,,,,,391225FPhy,,,,https://en.wikipedia.org/wiki/Phyliadon
https://pleiades.stoa.org/places/541059,http://www.wikidata.org/entity/Q16642654,Phyteum,"ancient city of Aetolia, possibly at Palaiochori Kapsorachiou",Point(21.612658 38.490175),,29446,,,,,,,385216UPhy,,,,https://en.wikipedia.org/wiki/Phyteum
https://pleiades.stoa.org/places/541068,http://www.wikidata.org/entity/Q17625765,Poseidium,ancient town of northeast Euboea,Point(23.366608 38.972412),,29449,,,,,,,390234UPos,,,,https://en.wikipedia.org/wiki/Poseidium
https://pleiades.stoa.org/places/541070,http://www.wikidata.org/entity/Q3400070,Potniai,"ancient city of Boeotia, Greece",Point(23.3116 38.2999),,29451,,,,,10149832,,383233PPot,,,,https://en.wikipedia.org/wiki/Potniae
https://pleiades.stoa.org/places/541079,http://www.wikidata.org/entity/Q16619015,Pylene,town in ancient Aetolia,Point(21.373 38.474),,29455,,,,,9719431,,385214UPyl,,,,https://en.wikipedia.org/wiki/Pylene
https://pleiades.stoa.org/places/541096,http://www.wikidata.org/entity/Q24992848,Cape Pouri,"promontory in Zagora-Mouresi municipality, Greece",Point(23.105833333 39.4825),,,254763,,,,,,,,,,
https://pleiades.stoa.org/places/541097,http://www.wikidata.org/entity/Q60790477,Cape St. George,"historic cape near Mt. Pelion, Greece",Point(23.09627 39.49927),,34368,,,,,,,391232LSep,,,,https://en.wikipedia.org/wiki/Cape_St._George_(Greece)
https://pleiades.stoa.org/places/541099,http://www.wikidata.org/entity/Q60790551,Side,"ancient place on the border of Lamia and Hypata, possibly near Lygaria, Phthiotida",Point(22.3717 38.94018),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Side_(Ainis)
https://pleiades.stoa.org/places/541109,http://www.wikidata.org/entity/Q60743295,Sosthenis,ancient town of Oetaea,Point(22.422726 38.819718),,,,,,,,,388224USos,,,,https://en.wikipedia.org/wiki/Sosthenis
https://pleiades.stoa.org/places/541113,http://www.wikidata.org/entity/Q12884846,Stiris,ancient Phocian town,Point(22.757 38.385),,29466,,,,,10274707,,384227PSti,,,,https://en.wikipedia.org/wiki/Stiris
https://pleiades.stoa.org/places/541117,http://www.wikidata.org/entity/Q57758204,Styra,"Town in ancient Euboea, Greece",Point(24.25 38.166667),,,,,,,9718707,,382242PSty,,,,https://en.wikipedia.org/wiki/Styra
https://pleiades.stoa.org/places/541127,http://www.wikidata.org/entity/Q60792239,Teichium,ancient fortified place in Phocis,Point(21.9936 38.4877),,34372,,,,,,,385220FTei,,,,https://en.wikipedia.org/wiki/Teichium
https://pleiades.stoa.org/places/541137,http://www.wikidata.org/entity/Q490583,Phthiotic Thebes,"ancient city in Magnesia, Thessaly, Greece",Point(22.762119 39.272936),,21981,9794263,,,,,,393228PThe,3581,,31442,https://en.wikipedia.org/wiki/Phthiotic_Thebes
