pleiades_uri,wikidata_uri,wikidata_label,wikidata_description,wikidata_coordinates,chronique_id,dare_id,geonames_id,gettytgn_id,idaigaz_id,loc_id,manto_id,nomisma_id,topostext_id,trismegistos_id,viaf_id,vici_id,wikipedia_en
https://pleiades.stoa.org/places/207559,http://www.wikidata.org/entity/Q383521,Vitovnica,human settlement,Point(21.5303 44.3772),,,784361,,,,,,,,,,https://en.wikipedia.org/wiki/Vitovnica
https://pleiades.stoa.org/places/207561,http://www.wikidata.org/entity/Q1078518,Vodna,"village in Gramada municipality, Vidin oblast, Bulgaria",Point(22.703665 43.852547),,,,,,,,,,,,,
https://pleiades.stoa.org/places/207562,http://www.wikidata.org/entity/Q3103116,Voluja,"village in Braničevo District, Serbia",Point(21.7719 44.4886),,,784259,,,,,,,,,,https://en.wikipedia.org/wiki/Voluja
https://pleiades.stoa.org/places/207565,http://www.wikidata.org/entity/Q2835890,Vranjani,"village in Raška District, Serbia",Point(19.9814 43.88),,33558,3187361,,,,,,,,,,https://en.wikipedia.org/wiki/Vranjani
https://pleiades.stoa.org/places/207566,http://www.wikidata.org/entity/Q2738782,Vratarnica,"village in Zaječar District, Serbia",Point(22.3147 43.7839),,,784209,,,nr95009293,,,,,136486702,,https://en.wikipedia.org/wiki/Vratarnica
https://pleiades.stoa.org/places/207570,http://www.wikidata.org/entity/Q911241,Vushtrri,town in Kosovo,Point(20.966666666 42.822222222),,,784097,7668761,,n2004114882,,,,,156144436,,https://en.wikipedia.org/wiki/Vushtrri
https://pleiades.stoa.org/places/207573,http://www.wikidata.org/entity/Q3104262,Zabrežje,village in Serbia,Point(20.2025 44.6825),,,784048,,,,,,,,,,https://en.wikipedia.org/wiki/Zabre%C5%BEje
https://pleiades.stoa.org/places/207574,http://www.wikidata.org/entity/Q4186255,Zanoge,"village in Svoge municipality, Sofia oblast, Bulgaria",Point(23.32032 43.068639),,,725449,,,,,,,,,,https://en.wikipedia.org/wiki/Zanoge
https://pleiades.stoa.org/places/209449758,http://www.wikidata.org/entity/Q1135175,Colleville,"commune in Seine-Maritime, France",Point(0.451388888 49.748888888),,,6443147,,,,,,,,249408466,,"https://en.wikipedia.org/wiki/Colleville,_Seine-Maritime"
https://pleiades.stoa.org/places/211425276,http://www.wikidata.org/entity/Q31079,Port Said Governorate,Egyptian governorate,Point(32.3 31.266666666),,,358617,1001123,,,,,,,,,https://en.wikipedia.org/wiki/Port_Said_Governorate
https://pleiades.stoa.org/places/211425279,http://www.wikidata.org/entity/Q178373,Rasht,"city in Gilan Province, Iran",Point(49.588611111 37.276111111),,,118743,1079271,,n82152087,,,,,145444293,,https://en.wikipedia.org/wiki/Rasht
https://pleiades.stoa.org/places/211425280,http://www.wikidata.org/entity/Q63049,Abadan,"city in Khuzestan Province, Iran",Point(48.304166666 30.339166666),,,145459,,,n81097924,,,,,159458578,,"https://en.wikipedia.org/wiki/Abadan,_Iran"
https://pleiades.stoa.org/places/211425282,http://www.wikidata.org/entity/Q6047095,Suadiye,"mahalle (administrative quarter) in Kadıköy, İstanbul–Asia, northwestern Turkey",Point(29.08138889 40.96111111),,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Suadiye,_Kad%C4%B1k%C3%B6y"
https://pleiades.stoa.org/places/211448,http://www.wikidata.org/entity/Q21556444,Pession,,Point(21.5 45.5),,,,,,,,,,,,,
https://pleiades.stoa.org/places/211455,http://www.wikidata.org/entity/Q7293080,Ranisstorum,ancient Roman fortification located east of Sarmizegetusa,Point(21.5 45.5),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ranisstorum
https://pleiades.stoa.org/places/211462,http://www.wikidata.org/entity/Q12740922,Singidava,Dacian fortified settlement,,,,,,,,,,,,,,
https://pleiades.stoa.org/places/212270979,http://www.wikidata.org/entity/Q1171904,Daskalio,"islet of Naxos and Lesser Cyclades, Greece",Point(25.604 36.887),,,,,,,,,369256XDas,,780144783291528571779,,https://en.wikipedia.org/wiki/Daskalio
https://pleiades.stoa.org/places/21401,http://www.wikidata.org/entity/Q103193526,Saint-Rémy-de-Provence (Samian Ware Discovery Site),Saint-Rémy-de-Provence as Samian Ware discovery site,Point(4.833074 43.773567),,,,,,,,,,,,,
https://pleiades.stoa.org/places/214198449,http://www.wikidata.org/entity/Q204490,Zingsheim,village in Germany,Point(6.65722 50.5086),,20606,,,,,,,,,"4747160848425508210009,247900636",,
https://pleiades.stoa.org/places/2160179,http://www.wikidata.org/entity/Q977606,Crypta Neapolitana,"building in Naples, Italy",Point(14.21755 40.829595),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Crypta_Neapolitana
https://pleiades.stoa.org/places/216687,http://www.wikidata.org/entity/Q2175661,Abrit,"village in Krushari municipality, Dobrich oblast, Bulgaria",Point(27.795803 43.90785),,,"6460499,733736",,,,,,,36401,,,https://en.wikipedia.org/wiki/Abrit
https://pleiades.stoa.org/places/216691,http://www.wikidata.org/entity/Q4674089,Acidava,Dacian fortified settlement,Point(24.277634 44.375411),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Acidava
https://pleiades.stoa.org/places/216694,http://www.wikidata.org/entity/Q18543676,Aegyssus,"heritage site in Tulcea County, Romania",Point(28.806361 45.17978),,34888,,,,,,,452288UAig,,,7633,
https://pleiades.stoa.org/places/216699,http://www.wikidata.org/entity/Q1078758,Altimir,"village in Byala Slatina municipality, Vratsa oblast, Bulgaria",Point(23.799767 43.532971),,,"733674,6461511",,,,,,,,,,
https://pleiades.stoa.org/places/216709,http://www.wikidata.org/entity/Q622976,Aquae Calidae,"Mineral baths of Burgas, Bulgaria",Point(27.3938124 42.6114247),,22957,,,,,,,426274UACa,,,,"https://en.wikipedia.org/wiki/Aquae_Calidae,_Bulgaria"
https://pleiades.stoa.org/places/216710,http://www.wikidata.org/entity/Q2860898,Castrum Argamum,Roman fort,Point(28.940212 44.758231),,21789,,,,,,,448289UOrg,,238818000,,https://en.wikipedia.org/wiki/Argamum_(castra)
https://pleiades.stoa.org/places/216711,http://www.wikidata.org/entity/Q136325147,Aristaeum,ancient settlement on Mt. Haemus reported by Pliny,Point(27.8941 42.7029),,,,,,,,,427279UAri,,,,
https://pleiades.stoa.org/places/216722,http://www.wikidata.org/entity/Q18537621,Axiopolis,"heritage site in Constanța County, Romania",Point(28.02337 44.30028),,22383,,,,,,,443280UAxi,29973,,,https://en.wikipedia.org/wiki/Axiopolis_(castra)
https://pleiades.stoa.org/places/216731,http://www.wikidata.org/entity/Q11909204,Augusta Traiana,"ancient city in Thrace, now known as Stara Zagora, Bulgaria",Point(25.6248 42.427),,,,,,,,,424256UBer,,28144647635284535295,,
https://pleiades.stoa.org/places/216734,http://www.wikidata.org/entity/Q9174006,Bizone,Greek colony in Thrace,Point(28.337429 43.433356),,23327,,,,,,,434284UBiz,,,,
https://pleiades.stoa.org/places/216747,http://www.wikidata.org/entity/Q12108312,Canlia,"village in Constanța County, Romania",Point(27.529331 44.125833),,,682839,,,,,,,,,,
https://pleiades.stoa.org/places/216748,http://www.wikidata.org/entity/Q18288969,Capidava,archaeological site in Romania,Point(28.090333333 44.493972222),,21790,9534984,,,,,,445281UCap,,248793769,7460,https://en.wikipedia.org/wiki/Capidava
https://pleiades.stoa.org/places/216750,http://www.wikidata.org/entity/Q15056946,Q15056946,,Point(25.38355556 42.24010833),,23333,,,,,,,,,,,
https://pleiades.stoa.org/places/216755,http://www.wikidata.org/entity/Q5050707,Castra Traiana,Roman fort in Dacia,Point(24.37711111 45.20911944),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Castra_Traiana
https://pleiades.stoa.org/places/216771,http://www.wikidata.org/entity/Q834503,Cincșor,"village in Brașov County, Romania",Point(24.832934 45.836335),,,681828,,,n2002036200,,,,,146774481,,
https://pleiades.stoa.org/places/216773,http://www.wikidata.org/entity/Q12111541,Cochirleni,"village in Constanța County, Romania",Point(27.998756 44.274317),,,681226,,,,,,,,,,
https://pleiades.stoa.org/places/216778,http://www.wikidata.org/entity/Q869369,Costoboci,ancient people,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Costoboci
https://pleiades.stoa.org/places/216793,http://www.wikidata.org/entity/Q8560105,Dionysopolis,ancient city on the Black Sea,Point(28.163044 43.409932),,,,,,,,,434282UDio,,,,https://en.wikipedia.org/wiki/Dionysupolis
https://pleiades.stoa.org/places/216796,http://www.wikidata.org/entity/Q98640234,Douvanli,Thracian cemetery,Point(24.722986 42.369813),,,,,,,,,,,,,
https://pleiades.stoa.org/places/216805,http://www.wikidata.org/entity/Q989764,Enisala,"village in Tulcea County, Romania",Point(28.818864 44.87857),,,678568,,,,,,,,,,
https://pleiades.stoa.org/places/216815,http://www.wikidata.org/entity/Q133574097,Gerania,"ancient town of Thrace, modern Kranevo in Bulgaria",Point(28.0542 43.3434),,,,,,,,,433281UGer,,,,
https://pleiades.stoa.org/places/216822,http://www.wikidata.org/entity/Q5564255,Giridava,Dacian fortified settlement,Point(24.8511 43.2873),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Giridava
https://pleiades.stoa.org/places/216824,http://www.wikidata.org/entity/Q2653546,Golyamo Belovo,"village in Belovo municipality, Pazardzhik oblast, Bulgaria",Point(23.988818 42.193345),,,"6461125,731303",,,,,,,,,,https://en.wikipedia.org/wiki/Golyamo_Belovo
https://pleiades.stoa.org/places/216839,http://www.wikidata.org/entity/Q1164460,Histria,ancient Greek city on the western coast of the Black Sea,Point(28.774722 44.5475),,21423,676144,,,,,,445288PHis,,243009064,,https://en.wikipedia.org/wiki/Histria_(ancient_city)
https://pleiades.stoa.org/places/216851,http://www.wikidata.org/entity/Q714832,Inlăceni,"village in Harghita County, Romania",Point(25.108857 46.430048),,,675598,,,,,,,,,,
https://pleiades.stoa.org/places/216860,http://www.wikidata.org/entity/Q136325814,Karon Limen,ancient Black Sea harbor town,Point(28.562 43.56),,,,,,,,,435286UKar,,,,
https://pleiades.stoa.org/places/216862,http://www.wikidata.org/entity/Q2653780,Kasnakovo,"village in Dimitrovgrad municipality, Haskovo oblast, Bulgaria",Point(25.489895 42.013601),,21409,"6459434,730543",,,,,,,,,,https://en.wikipedia.org/wiki/Kasnakovo
https://pleiades.stoa.org/places/216863,http://www.wikidata.org/entity/Q192926,Kazanlak,"city in Kazanlak municipality, Stara Zagora oblast, Bulgaria",Point(25.393238 42.618748),,,730496,,,n83006055,,,,,150093232,,https://en.wikipedia.org/wiki/Kazanlak
https://pleiades.stoa.org/places/216887,http://www.wikidata.org/entity/Q1227719,Moesia Inferior,Roman province,,,,8378520,6003929,,,,moesia_inferior,,29480,173145650,,https://en.wikipedia.org/wiki/Moesia_Inferior
https://pleiades.stoa.org/places/216893,http://www.wikidata.org/entity/Q136325291,Naulochus,ancient Black Sea town,Point(27.8833 42.8166),,,,,,,,,428279UNau,,,,
https://pleiades.stoa.org/places/216907,http://www.wikidata.org/entity/Q1110806,Oescus,archaeological site in Bulgaria,Point(24.4833 43.7),,21378,,,,sh2002001183,,,437245UOes,,"234811269,315170327",,https://en.wikipedia.org/wiki/Oescus
https://pleiades.stoa.org/places/216911,http://www.wikidata.org/entity/Q830597,Orheiu Bistriței,"village in Bistrița-Năsăud County, Romania",Point(24.59298134 47.09589624),,,671713,,,,,,,,235577465,,
https://pleiades.stoa.org/places/216917,http://www.wikidata.org/entity/Q406222,Panagyurishte,"city in Panagyurishte municipality, Pazardzhik oblast, Bulgaria",Point(24.180243 42.502624),,,728448,1026928,,,,,,,53145602596501361984,,https://en.wikipedia.org/wiki/Panagyurishte
https://pleiades.stoa.org/places/216919,http://www.wikidata.org/entity/Q1461510,Kamchiya,river in Bulgaria,Point(27.4425 43.044444444),,,730716,1125365,,,,,431271WPan,,,,https://en.wikipedia.org/wiki/Kamchiya
https://pleiades.stoa.org/places/216951,http://www.wikidata.org/entity/Q12146876,Rachelu,"village in Tulcea County, Romania",Point(28.32349 45.286674),,,669388,,,,,,,,,,
https://pleiades.stoa.org/places/216959,http://www.wikidata.org/entity/Q283104,Roșiori de Vede,"city in Teleorman County, Romania",Point(24.9655094 44.065006),,,8334816,,,,,,,,5847148632946130630000,,https://en.wikipedia.org/wiki/Ro%C8%99iorii_de_Vede
https://pleiades.stoa.org/places/216962,http://www.wikidata.org/entity/Q7380905,Rusidava,Dacian fortified settlement,Point(24.270901 44.681383),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Rusidava
https://pleiades.stoa.org/places/216981,http://www.wikidata.org/entity/Q1291235,Seuthopolis,city,Point(25.305556 42.618056),,21899,,,,,,,426258PSeu,,247224115,,https://en.wikipedia.org/wiki/Seuthopolis
https://pleiades.stoa.org/places/216984,http://www.wikidata.org/entity/Q2655385,Shkorpilovtsi,"village in Dolni chiflik municipality, Varna oblast, Bulgaria",Point(27.8778 42.963144),,,"6459830,727256",,,,,,,,,,https://en.wikipedia.org/wiki/Shkorpilovtsi
https://pleiades.stoa.org/places/216989,http://www.wikidata.org/entity/Q12294189,Sostra,fortress in Bulgaria,Point(24.671975111 42.984853388),,21780,,,,,,,,,,,https://en.wikipedia.org/wiki/Sostra
https://pleiades.stoa.org/places/216992,http://www.wikidata.org/entity/Q743271,Storgosia,,Point(24.626955 43.383672),,21385,,,,,,,,,,,https://en.wikipedia.org/wiki/Storgosia
https://pleiades.stoa.org/places/216996,http://www.wikidata.org/entity/Q1309649,Sucidava,Dacian fortified settlement,Point(24.459167 43.764444),,23732,,,,,,,438245USuc,,,,https://en.wikipedia.org/wiki/Sucidava
https://pleiades.stoa.org/places/217013,http://www.wikidata.org/entity/Q1648563,Kaliakra,headland in the Southern Dobruja region of the northern Bulgarian Black Sea Coast,Point(28.46549 43.36126),,23326,730765,,,,,,434285LTir,,,,https://en.wikipedia.org/wiki/Kaliakra
https://pleiades.stoa.org/places/217015,http://www.wikidata.org/entity/Q3916031,Titești,"commune in Vâlcea County, Romania",Point(24.390833333 45.419166666),,,664899,,,,,,,,,,https://en.wikipedia.org/wiki/Tite%C8%99ti
https://pleiades.stoa.org/places/217016,http://www.wikidata.org/entity/Q2441154,Tomis,ancient coastal city in Romania,Point(28.658475875 44.172878265),,21389,,,,,9414350,,442287PTom,11900,,2171,
https://pleiades.stoa.org/places/217039,http://www.wikidata.org/entity/Q18502499,Variana,"settlement in Grondona, Italy",Point(8.93906 44.69576),,,8953445,,,,,,,,,,
https://pleiades.stoa.org/places/217060,http://www.wikidata.org/entity/Q12089878,Vlahii,"village in Constanța County, Romania",Point(27.862631 44.202415),,,662571,,,,,,,,,,
https://pleiades.stoa.org/places/217061,http://www.wikidata.org/entity/Q12278765,Dinea,,Point(27.145278 43.458889),,22298,,,,,,,435271FDin,,,,
https://pleiades.stoa.org/places/218039420,http://www.wikidata.org/entity/Q134039992,Sanctuary of Asklepios at Alipheira,ancient cult site described by Pausanias in Greece,Point(21.864 37.532),,,,,,,,,,,,,
https://pleiades.stoa.org/places/219462971,http://www.wikidata.org/entity/Q2426888,Capannelle Pass,mountain pass in Abruzzo,Point(13.3514445 42.459345),,,3180737,,,,,,,,,,https://en.wikipedia.org/wiki/Capannelle_Pass
https://pleiades.stoa.org/places/221973,http://www.wikidata.org/entity/Q11904142,Ad Salices,,Point(28.478044 44.982557),,,,,,,,,,40712,,,
https://pleiades.stoa.org/places/221989,http://www.wikidata.org/entity/Q21496390,Arzos,"river in Thracia, mentioned by Ptolemaeus",Point(24.5 44.5),,,,,,,,,445245WArz,,,,
https://pleiades.stoa.org/places/221997,http://www.wikidata.org/entity/Q21556415,Baika,ancient Roman fort in Thracia,Point(24.5 44.5),,,,,,,,,,,,,
https://pleiades.stoa.org/places/221999,http://www.wikidata.org/entity/Q21496482,Bargus,"river in Thracia, mentioned by Pliny the Elder",Point(24.5 44.5),,,,,,,,,,,,,
https://pleiades.stoa.org/places/222031,http://www.wikidata.org/entity/Q1049806,Castris Rubris,Roman fort,Point(26.09222222 41.93222222),,22959,,,,,,,419361FCRu,,,,
https://pleiades.stoa.org/places/222035,http://www.wikidata.org/entity/Q5126922,Clariae,ancient people of Thrace,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Clariae
https://pleiades.stoa.org/places/222124,http://www.wikidata.org/entity/Q21556416,Noes,,Point(24.5 44.5),,,,,,,,,,,,,
https://pleiades.stoa.org/places/222139,http://www.wikidata.org/entity/Q1534208,Parthenopolis,city in ancient Moesia,Point(28.648611111 43.962777777),,,,,,,,,,,,,
https://pleiades.stoa.org/places/222195,http://www.wikidata.org/entity/Q21556417,Syrmus,,Point(24.5 42.5),,,,,,,,,,,,,
https://pleiades.stoa.org/places/222197,http://www.wikidata.org/entity/Q7680942,Tamasidava,Dacian fortified settlement,Point(24.5 42.5),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tamasidava
https://pleiades.stoa.org/places/222204,http://www.wikidata.org/entity/Q182428,Silistra,"city in Silistra municipality, Silistra oblast, Bulgaria",Point(27.265381 44.109238),,18988,727221,7593870,,n79115471,,,,,155929364,,https://en.wikipedia.org/wiki/Silistra
https://pleiades.stoa.org/places/222245,http://www.wikidata.org/entity/Q8066759,Zargidava,Dacian fortified settlement,Point(26.95 46.72528),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Zargidava
https://pleiades.stoa.org/places/222346702,http://www.wikidata.org/entity/Q134703700,theater of Nysa,ancient theater at Nysa on the Maeander,Point(28.14535923 37.903691072),,,,,,,,,,,,,
https://pleiades.stoa.org/places/225152488,http://www.wikidata.org/entity/Q85775545,Lagaba,ancient city in southern Mesopotamia,http://www.wikidata.org/.well-known/genid/9028dd4e1eea03dadcef59dbdf7593fe,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lagaba
https://pleiades.stoa.org/places/226523,http://www.wikidata.org/entity/Q2492856,Tylihul,river in Ukraine,Point(30.964556 47.071189),,,691552,,,,,,475303WAxi,,315166630,,https://en.wikipedia.org/wiki/Tylihul_(river)
https://pleiades.stoa.org/places/226546,http://www.wikidata.org/entity/Q1143233,Olbia,archaeological site of an ancient Greek city in Ukraine,Point(31.9 46.7),,22004,,,,sh87002737,,olbia_city,467319UOlb,451,,,https://en.wikipedia.org/wiki/Pontic_Olbia
https://pleiades.stoa.org/places/226583,http://www.wikidata.org/entity/Q21556418,Diviziya,,Point(29.991103 45.961324),,,,,,,,,,,,,
https://pleiades.stoa.org/places/226591,http://www.wikidata.org/entity/Q2662500,Dzharylhach,island in Ukraine,Point(32.78 46.03),,,709330,,,,,,,,241240903,,https://en.wikipedia.org/wiki/Dzharylhach
https://pleiades.stoa.org/places/226632,http://www.wikidata.org/entity/Q837791,Iazyges,Historical ethnical group and tribe,Point(19.5 46.5),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Iazyges
https://pleiades.stoa.org/places/226644,http://www.wikidata.org/entity/Q12107831,Callipidae,ancient Sarmatian people,,,,,,,,,,,,,,
https://pleiades.stoa.org/places/226654,http://www.wikidata.org/entity/Q2414385,Karkinit Bay,"bay of the Black Sea, Crimea",Point(32.616666666 45.8),,,706764,1113228,,,,,455325WGul,,,,https://en.wikipedia.org/wiki/Karkinit_Bay
https://pleiades.stoa.org/places/226655,http://www.wikidata.org/entity/Q2452778,Karolino-Buhaz,"village in Bilhorod-Dnistrovskyi Raion (district), Odesa Oblast, Ukraine. Residence of Karolino-Buhaz rural hromada (municipality)",Point(30.526021 46.145389),,,687556,,,,,,,,,,
https://pleiades.stoa.org/places/226686,http://www.wikidata.org/entity/Q33349,Melitopol,city in Ukraine,Point(35.3675 46.848888888),,,701404,,,n82273914,,,,,126701609,,https://en.wikipedia.org/wiki/Melitopol
https://pleiades.stoa.org/places/226742,http://www.wikidata.org/entity/Q12702187,Zhangazhol,"village in Martuk District, Kazakhstan",Point(56.534074 50.989393),,,,,,,,,,,,,
https://pleiades.stoa.org/places/226759,http://www.wikidata.org/entity/Q487264,Semyonovka,"river in Kirov Oblast, Russia",Point(47.623055555 58.227777777),,,,,,,,,,,,,
https://pleiades.stoa.org/places/226777,http://www.wikidata.org/entity/Q532838,Perekop,"village in Armyansk, Perekop rayon, Ukraine",Point(33.69308 46.16151),,,697729,,,,,,461337UTap,,,,https://en.wikipedia.org/wiki/Perekop
https://pleiades.stoa.org/places/226786,http://www.wikidata.org/entity/Q3992427,Tovsta Mohyla,Scythian burial place,Point(34.13212 47.67263),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tovsta_Mohyla
https://pleiades.stoa.org/places/228868,http://www.wikidata.org/entity/Q988400,Mangup,human settlement,Point(33.801388888 44.593055555),,21164,708478,,,,,,,,305431054,,https://en.wikipedia.org/wiki/Mangup
https://pleiades.stoa.org/places/229277206,http://www.wikidata.org/entity/Q187635,Qutb Minar,"minaret in the Mehrauli area of Delhi, India",Point(77.185248 28.524355),,,1259089,,,sh92004977,,,,,,,https://en.wikipedia.org/wiki/Qutb_Minar
https://pleiades.stoa.org/places/229549,http://www.wikidata.org/entity/Q133863463,Exampaios,"ancient place with bitter spring on north coast of the Black Sea, mentioned by Herodotus",,,,,,,,,,,,,,
https://pleiades.stoa.org/places/229558,http://www.wikidata.org/entity/Q15823122,Carrodunum,ancient city or cities of Germania,,,,,,,,,,,,,,
https://pleiades.stoa.org/places/229570,http://www.wikidata.org/entity/Q21556419,Napis,,Point(35.5 45.5),,,,,,,,,,,,,
