pleiades	item	itemLabel	itemDescription	coordinates	chronique_ids	dare_ids	geonames_ids	gettytgn_ids	idaigaz_ids	loc_ids	manto_ids	nomisma_ids	topostext_ids	trismegistos_ids	viaf_ids	vici_ids	wikipedia_en
580002	http://www.wikidata.org/entity/Q12879552	Kynosoura (Salamina)	peninsula and settlement on Salamis island, Greece	Point(23.55186 37.94366)		44944	9470390						379236LKyn				
580003	http://www.wikidata.org/entity/Q25018940	Kynosoura	cape near Marathon, Attica, Greece	Point(24.05714 38.12227)		43637	257715						381241LKyn				
580004	http://www.wikidata.org/entity/Q13478863	Kytheros	ancient Athenian deme	Point(23.984295 37.9076425)		31155							379240DKyt				https://en.wikipedia.org/wiki/Cytherus
580006	http://www.wikidata.org/entity/Q13427353	Lakiadai	ancient Athenian deme	Point(23.699604 37.993384)		31156					10160355		380237DLak				https://en.wikipedia.org/wiki/Laciadae
580008	http://www.wikidata.org/entity/Q2412389	Upper Lamptrai	ancient Athenian deme	Point(23.8563225 37.877924)									379239DLam				https://en.wikipedia.org/wiki/Upper_Lamptrai
580009	http://www.wikidata.org/entity/Q13422779	Coastal Lamptrai	ancient Athenian deme	Point(23.8398908 37.8512787)							10159371		378238DLam				https://en.wikipedia.org/wiki/Coastal_Lamptrai
580009	http://www.wikidata.org/entity/Q18015500	Lamptrai	two ancient demes of Attica			31158							379239DLam				https://en.wikipedia.org/wiki/Lamptrai
580010	http://www.wikidata.org/entity/Q985449	Laurium	Greek mining region	Point(24.038 37.7273)									377241RLau		158092388		
580011	http://www.wikidata.org/entity/Q17584316	Leipsidrion	ancient fortification on Mt. Parnitha, Greece	Point(23.7238 38.12846)		22765							381237FLei				https://en.wikipedia.org/wiki/Leipsydrium
580013	http://www.wikidata.org/entity/Q12880146	Leukonoion	ancient Athenian deme	Point(23.691555 38.007713)		31159							380237DLeu				https://en.wikipedia.org/wiki/Leuconoe_(Attica)
580015	http://www.wikidata.org/entity/Q13427355	Lousia	ancient Athenian deme	Point(23.691421 38.000521)		31160							380237DLou				https://en.wikipedia.org/wiki/Lusia_(Attica)
580021	http://www.wikidata.org/entity/Q13423602	Marathon	ancient Athenian deme			22760					8189938		381240DMar				
580021	http://www.wikidata.org/entity/Q212150	Marathon	modern town in Attica, Greece	Point(23.963611111 38.155)			257717			n95023556					125646842		https://en.wikipedia.org/wiki/Marathon,_Greece
580022	http://www.wikidata.org/entity/Q65240040	Plain of Marathon	a coastal plain in Attica region, Greece	Point(23.875 38.125)									381239UMar				
580023	http://www.wikidata.org/entity/Q56397350	Tower of Oinoe	classical-hellenistic tower in northwest Attica.	Point(23.42473 38.16357)		46607							382234FOin				
580029	http://www.wikidata.org/entity/Q1611219	Munichia	hill and harbor with Artemis sanctuary in Piraeus, Greece	Point(23.65589 37.94065)									379237HMou				https://en.wikipedia.org/wiki/Munichia
580030	http://www.wikidata.org/entity/Q1431270	Myrrhinous	ancient Athenian deme	Point(23.97138889 37.86972222)		31162					10159684		379240DMyr				https://en.wikipedia.org/wiki/Myrrhinus
580031	http://www.wikidata.org/entity/Q13526326	Myrrhinoutta	ancient Athenian deme	Point(23.979025 38.083166)		31163							381240DMyr				https://en.wikipedia.org/wiki/Myrrhinutta
580034	http://www.wikidata.org/entity/Q94946184	Nemesis temple Rhamnous	5th c. BCE temple of Nemesis in northeast Attica	Point(24.0268 38.2176)		25435							382240SNem				
580037	http://www.wikidata.org/entity/Q13479005	Oa	ancient Athenian deme	Point(23.8857195 37.985988)		31164							380239DOai				https://en.wikipedia.org/wiki/Oa_(Attica)
580038	http://www.wikidata.org/entity/Q13427386	Oe	ancient Athenian deme	Point(23.6408515 38.083367)		31165							381236DOex				https://en.wikipedia.org/wiki/Oea_(Attica)
580039	http://www.wikidata.org/entity/Q13423604	Oinoe	ancient Athenian deme near Marathon	Point(23.9327 38.156)		22774							382239DOin				https://en.wikipedia.org/wiki/Oenoe_(Marathon)
580040	http://www.wikidata.org/entity/Q1135239	Oinoi	village in Attica region, Greece	Point(23.4173 38.1667)			256337										https://en.wikipedia.org/wiki/Oinoi
580041	http://www.wikidata.org/entity/Q12882098	Oeum	ancient Athenian deme	Point(23.8664185 38.141246)		31166							381239DOio				https://en.wikipedia.org/wiki/Oeum_Deceleicum
580043	http://www.wikidata.org/entity/Q11939601	Oropia	human settlement in Greece	Point(23.9206 38.2927)													
580044	http://www.wikidata.org/entity/Q18073696	Oropus	an ancient Greek city at the border of Attica and Boeotia	Point(23.7899985 38.3194635)		22778							383238POro				https://en.wikipedia.org/wiki/Oropus
580046	http://www.wikidata.org/entity/Q13479004	Lower Paiania	ancient Athenian deme	Point(23.8552995 37.958506)									380239DPai				https://en.wikipedia.org/wiki/Lower_Paeania
580046	http://www.wikidata.org/entity/Q18015501	Paiania	ancient deme eastward from Athens			25197							380239DPai				https://en.wikipedia.org/wiki/Paeania
580047	http://www.wikidata.org/entity/Q3411612	Upper Paiania	ancient Athenian deme	Point(23.844008 37.974635)		31167							380238DPai	37795			https://en.wikipedia.org/wiki/Upper_Paeania
580048	http://www.wikidata.org/entity/Q13465171	Paionidai	ancient Athenian deme	Point(23.727149 38.123135)							10160140		381237DPai				https://en.wikipedia.org/wiki/Paeonidae
580051	http://www.wikidata.org/entity/Q12882656	Pallene	ancient deme of Attica	Point(23.8475 38.0155)		31170					10853870		380238DPal	37796			https://en.wikipedia.org/wiki/Pallene_(Attica)
580052	http://www.wikidata.org/entity/Q15266173	Phyle Cave	cave in Greece	Point(23.66833333 38.14611111)		46585							381237CPan	60799			https://en.wikipedia.org/wiki/Phyle_Cave
580053	http://www.wikidata.org/entity/Q12882434	Panactum	ancient Athenian fortress of Parnitha mountain, Greece	Point(23.50583333 38.18416667)		22773							382235FPan				https://en.wikipedia.org/wiki/Panactum
580054	http://www.wikidata.org/entity/Q12882437	Paneio	mountain of Attiki, Greece	Point(23.9681 37.7916)		44945	255858						379239LPan				
580054	http://www.wikidata.org/entity/Q12882437	Paneio	mountain of Attiki, Greece	Point(23.92356 37.80644)		44945	255858						379239LPan				
580055	http://www.wikidata.org/entity/Q2031433	Oros (Aigina)	mountain of Aigina island, Greece, the ancient Ellanion or Panellenion	Point(23.49151611 37.72212074)		43604							377235LPan				
580056	http://www.wikidata.org/entity/Q5054943	Vari Cave	cave in Greece	Point(23.801666666 37.858333333)		36985			2362214				379238CPan		316593417		https://en.wikipedia.org/wiki/Vari_Cave
580057	http://www.wikidata.org/entity/Q1507883	Panormus	ancient harbor of southeast Attica	Point(24.05917 37.6997)		46589			2362229				376241HPan				https://en.wikipedia.org/wiki/Panormus_(Attica)
580057	http://www.wikidata.org/entity/Q1507883	Panormus	ancient harbor of southeast Attica	Point(24.06361111 37.68055556)		46589			2362229				376241HPan				https://en.wikipedia.org/wiki/Panormus_(Attica)
580059	http://www.wikidata.org/entity/Q781855	Parnitha	mountain range in Acharnes municipality, Greece	Point(23.7174 38.1734)		43549	255728						382237LPar		315150353		https://en.wikipedia.org/wiki/Parnitha
580060	http://www.wikidata.org/entity/Q1145107	Patroklos, Attica	island off the west coast of Attiki, Greece	Point(23.95041667 37.65069444)		46586	255678						377240IPat				https://en.wikipedia.org/wiki/Patroklos_(Attica)
580062	http://www.wikidata.org/entity/Q13426467	Piraeus	ancient Athenian deme	Point(23.644722222 37.937222222)		22389			2307623				379236HPei	3182		66416	
580062	http://www.wikidata.org/entity/Q58976	Piraeus	city and port of Attica region, Greece	Point(23.646944444 37.943)			255274			n82080083					167769040		https://en.wikipedia.org/wiki/Piraeus
580063	http://www.wikidata.org/entity/Q13465179	Pelekes	ancient Athenian deme	Point(23.6731985 38.117633)		31171							381237DPel				https://en.wikipedia.org/wiki/Peleces
580064	http://www.wikidata.org/entity/Q17584235	Pentele	ancient deme of Attica, Greece	Point(23.87 38.0542)		31172							381239UPen				https://en.wikipedia.org/wiki/Pentele
580065	http://www.wikidata.org/entity/Q1125206	Penteliko Mountain	tall mountain and mountain range northeast of Athens, Greece	Point(23.8825 38.08144)		41414	255609						381239LPen				https://en.wikipedia.org/wiki/Mount_Pentelicus
580066	http://www.wikidata.org/entity/Q18015504	Pergase	Two suburbs of ancient Attica in Greece			31173							381238DPrh				https://en.wikipedia.org/wiki/Pergase
580067	http://www.wikidata.org/entity/Q13416291	Lower Pergase	ancient Athenian deme	Point(23.79369 38.094782)		31174							381238DPrk				https://en.wikipedia.org/wiki/Lower_Pergase
580068	http://www.wikidata.org/entity/Q13427357	Perithoidai	ancient Athenian deme	Point(23.677348 37.995961)		31175							380237DPer				https://en.wikipedia.org/wiki/Perithoedae
580069	http://www.wikidata.org/entity/Q1428233	Phleves	island in the Saronic gulf, Greece	Point(23.761 37.768)		41361	262359						378238IPha				
580072	http://www.wikidata.org/entity/Q1014231	Palaio Faliro	suburb of Athens, Greece	Point(23.70025556 37.93201389)			256075							1731			https://en.wikipedia.org/wiki/Palaio_Faliro
580072	http://www.wikidata.org/entity/Q534927	Phaleron	ancient Athenian deme	Point(23.7 37.9333)		31176	262518				10093321		379237DPha	1731			https://en.wikipedia.org/wiki/Phalerum
580074	http://www.wikidata.org/entity/Q13526159	Phegaia	ancient Athenian deme	Point(23.971363 38.0698)		31177							381240DPhe				https://en.wikipedia.org/wiki/Phegaea_(Aigeis)
580075	http://www.wikidata.org/entity/Q13526169	Philaidai	ancient Athenian deme	Point(23.9895485 37.9289315)		31178							379240DPhi				https://en.wikipedia.org/wiki/Philaidae_(deme)
580076	http://www.wikidata.org/entity/Q13424335	Phlya	ancient Athenian deme	Point(23.806835 38.0262565)		31179							380238DPhl				https://en.wikipedia.org/wiki/Phlya
580077	http://www.wikidata.org/entity/Q13465004	Phrearrhioi	ancient Athenian deme	Point(23.959122 37.777473)		31180							378240DPhr				https://en.wikipedia.org/wiki/Phrearrhii
580078	http://www.wikidata.org/entity/Q24040803	Phreatto	court in ancient Athens, held near the sea at Piraeus			31181					10158735		379237UPhr	61206			
580079	http://www.wikidata.org/entity/Q2089186	Phyle	ancient Athenian deme and fortress	Point(23.64121 38.144015)		34563							381236DPhy				https://en.wikipedia.org/wiki/Phyle_(Attica)
580082	http://www.wikidata.org/entity/Q13526339	Plotheis	ancient Athenian deme	Point(23.876728 38.1264245)		22937							381239DPlo				https://en.wikipedia.org/wiki/Plotheia
580083	http://www.wikidata.org/entity/Q13445985	Poros	ancient Athenian deme	Point(23.982 37.782)		31182							378240DPor				https://en.wikipedia.org/wiki/Porus_(Attica)
580086	http://www.wikidata.org/entity/Q21705206	Temple of Poseidon at cape Sounion	ancient Greek temple in Lavreotiki Municipality, Greece	Point(24.024555555 37.65025)						no97023909			377240SSou		4884150325583910090008	11387	https://en.wikipedia.org/wiki/Temple_of_Poseidon,_Sounion
580087	http://www.wikidata.org/entity/Q13464976	Potamos Deiradiotes	ancient Athenian deme	Point(24.055816 37.789855)		31185					10159384		378240DPoD				https://en.wikipedia.org/wiki/Potamus_Deiradiotes
580088	http://www.wikidata.org/entity/Q13464996	Lower Potamos	ancient Athenian deme	Point(23.784 37.9719)									380238DHyp				https://en.wikipedia.org/wiki/Lower_Potamus
580088	http://www.wikidata.org/entity/Q18015506	Potamos	pair of Athenian demes			31186							380238DHyp				https://en.wikipedia.org/wiki/Potamus_(Attica)
580090	http://www.wikidata.org/entity/Q2107853	Prasiai	ancient Athenian deme	Point(24.0125 37.88444444)		31188					10159364		379240DPra				https://en.wikipedia.org/wiki/Prasiae_(Attica)
580091	http://www.wikidata.org/entity/Q2111495	Probalinthos	ancient Athenian deme	Point(23.96972222 38.10333333)		31189					10764698		381239DPro	60699			https://en.wikipedia.org/wiki/Probalinthus
580092	http://www.wikidata.org/entity/Q3407713	Prospalta	ancient Athenian deme	Point(23.912351 37.848447)		31190							378239DPro				https://en.wikipedia.org/wiki/Prospalta_(Attica)
580094	http://www.wikidata.org/entity/Q2031588	Psyttaleia	island off Piraeus, Greece	Point(23.588055555 37.940555555)			254454				10956124		379236IPsy				https://en.wikipedia.org/wiki/Psyttaleia
580095	http://www.wikidata.org/entity/Q13427364	Ptelea	ancient Athenian deme	Point(23.723 38.018)									381236DPte				https://en.wikipedia.org/wiki/Ptelea_(Attica)
580097	http://www.wikidata.org/entity/Q1768553	Rhamnous	ancient Athenian deme	Point(24.02684 38.21942)		22843	8354440	5004247			10272206		382240DRha	15946	315136219		https://en.wikipedia.org/wiki/Rhamnous
580101	http://www.wikidata.org/entity/Q202422	Salamis Island	island in the Saronic Gulf near Piraeus, Greece	Point(23.485277777 37.938055555)		22719	254143			sh90004185	8228850		379235PSal		315131071,315170415		https://en.wikipedia.org/wiki/Salamis_Island
580104	http://www.wikidata.org/entity/Q13422968	Semachidai	ancient Athenian deme	Point(23.9103345 38.158624)		31191							382239DSem	60704			https://en.wikipedia.org/wiki/Semachidae
580106	http://www.wikidata.org/entity/Q17276497	Soros	burial mound of the Athenians at Marathon, 490 BCE	Point(23.978326 38.117969)		37539							381240GSor	57356			
580107	http://www.wikidata.org/entity/Q13465029	Sounion	ancient Athenian deme	Point(24.02694444 37.65333333)									377240DSou		173802298		
580108	http://www.wikidata.org/entity/Q1136637	Sounion	archaeological site in Lavreotiki municipality, Greece	Point(24.0301 37.64897)		22757,22758,22759	253427,260477	7011057			9358801		376240LSou		234575484		https://en.wikipedia.org/wiki/Sounion
580109	http://www.wikidata.org/entity/Q13446048	Sphettos	ancient Athenian deme	Point(23.834 37.905)		31192					10194972		379238DSph	2185			https://en.wikipedia.org/wiki/Sphettus
580110	http://www.wikidata.org/entity/Q2341881	Steiria	ancient Athenian deme	Point(24.03222222 37.89555556)		31193					11003410		379240DSte				https://en.wikipedia.org/wiki/Steiria_(Attica)
580112	http://www.wikidata.org/entity/Q13424344	Sypalettos	ancient Athenian deme	Point(23.759814 38.0718195)		31194							381238DSyp				https://en.wikipedia.org/wiki/Sypalettus
580114	http://www.wikidata.org/entity/Q779310	Tanagra	modern village in Boeotia, Greece	Point(23.53655 38.32738)		22779	253045				10191984						https://en.wikipedia.org/wiki/Tanagra
580115	http://www.wikidata.org/entity/Q13526343	Teithras	ancient Athenian deme	Point(23.943158 38.001611)		31195							380239DTei				https://en.wikipedia.org/wiki/Teithras
580116	http://www.wikidata.org/entity/Q61465789	Tetrakomoi															
580117	http://www.wikidata.org/entity/Q1681440	Attic Tetrapolis	group of four ancient demes of Attica	Point(23.875 38.125)									382240RTet				https://en.wikipedia.org/wiki/Tetrapolis_(Attica)
580118	http://www.wikidata.org/entity/Q13422931	Thorai	ancient Athenian deme	Point(23.9376 37.79343)		31196							378239DTho				https://en.wikipedia.org/wiki/Thorae
580119	http://www.wikidata.org/entity/Q353184	Thoricus	ancient Athenian deme	Point(24.05361111 37.73805556)			7324093			n96006861	8253964		377241DTho		146745909		https://en.wikipedia.org/wiki/Thorikos
580120	http://www.wikidata.org/entity/Q13415595	Thria	ancient Athenian deme	Point(23.5923 38.0545)		22784							381236DThr				https://en.wikipedia.org/wiki/Thria_(Attica)
580121	http://www.wikidata.org/entity/Q61890945	Thriasion Lager	an ancient fortified camp in Attica	Point(23.6347605 38.0521853)		21969							381236FThr				
580122	http://www.wikidata.org/entity/Q7798122	Thriasian Plain	plain near Eleusis in ancient Attica, Greece	Point(23.583 38.078)							9619274		381236LThr				https://en.wikipedia.org/wiki/Thriasio_Plain
580123	http://www.wikidata.org/entity/Q13426469	Thymaitadai	ancient Athenian deme	Point(23.619913 37.967525)		31197					10771916		380236DThy				https://en.wikipedia.org/wiki/Thymoetadae
580125	http://www.wikidata.org/entity/Q13423606	Trikorythos	ancient Athenian deme	Point(24.00094414 38.16088867)		31198					10764697		382240DTri				https://en.wikipedia.org/wiki/Tricorythus
580126	http://www.wikidata.org/entity/Q13424346	Trinemeia	ancient Athenian deme	Point(23.852861 38.079163)		31199							381239DTri				https://en.wikipedia.org/wiki/Trinemeia
580129	http://www.wikidata.org/entity/Q113145010	Lathouriza	hill with classical fortress and archaic settlement near Vari, Greece	Point(23.7952 37.8313)		34566							378238FVar	37812			
580130	http://www.wikidata.org/entity/Q105716048	Varnava tower (Attica)	ruins of an ashlar masonry tower	Point(23.9347 38.2324)		22777							382239FVar				
580134	http://www.wikidata.org/entity/Q13424319	Xypete	ancient Athenian deme	Point(23.685482 37.957553)		31200							380237DXyp				https://en.wikipedia.org/wiki/Xypete
580136	http://www.wikidata.org/entity/Q1133291	Zea harbor	port in Piraeus, Athens, Greece	Point(23.64861111 37.9375)			261163						379237HZea				https://en.wikipedia.org/wiki/Bay_of_Zea
580139	http://www.wikidata.org/entity/Q110302685	Sanctuary of Hellanius Zeus (Aegina)	ancient cult site on slopes of Oros, Aegina	Point(23.497637 37.707813)		36988							377235SPan	60761			
580140	http://www.wikidata.org/entity/Q24882540	Zoster	ancient name of Lomvarda peninsula in Vouliagmeni, Attica, Greece	Point(23.771 37.803)		41415	251180				10159360		378238LZos				https://en.wikipedia.org/wiki/Zoster_(Attica)
580975875	http://www.wikidata.org/entity/Q3538809	Stellatina	a rural tribe of ancient Rome											7239			
581136584	http://www.wikidata.org/entity/Q9093964	Villa Romana de Veranes	specialty Museums in Gijon	Point(-5.753705 43.484135)		39714									118144647644172637673		
581247661	http://www.wikidata.org/entity/Q30728461	Duratón Necropolis		Point(-3.6826137 41.28777778)												53828	
58129442	http://www.wikidata.org/entity/Q538605	Kültepe	human settlement	Point(35.633333333 38.85)		22866									147158672		https://en.wikipedia.org/wiki/K%C3%BCltepe
581361483	http://www.wikidata.org/entity/Q2267529	Temple of Ceres	building in Rome, Italy	Point(12.4819 41.8863)									419125SCer				https://en.wikipedia.org/wiki/Temple_of_Ceres,_Liber_and_Libera
581364526	http://www.wikidata.org/entity/Q806225	Band-e Kaisar	ancient arch bridge-dam in Shushtar, Iran	Point(48.848687 32.053723)		43007										11508	https://en.wikipedia.org/wiki/Band-e_Kaisar
582108	http://www.wikidata.org/entity/Q124644546	fort on Patroklos island off Attica	ancient place in Attica attested by Pausanias (1.1.1)	Point(23.9577 37.6543)													
582254847	http://www.wikidata.org/entity/Q56441631	Sacellum Streniae	shrine of ancient Rome from which the Sacra Via originated														
582358499	http://www.wikidata.org/entity/Q30889139	The Roman Baths of Como		Point(9.08658 45.81019)													
582559069	http://www.wikidata.org/entity/Q5727966	Library of Pantainus	library	Point(23.72472222 37.97444444)					2362234				380237BPnt		230658780		https://en.wikipedia.org/wiki/Library_of_Pantainos
582578935	http://www.wikidata.org/entity/Q91088310	Necropoli di Peschiera		Point(11.8846107 42.4241139)													
582640379	http://www.wikidata.org/entity/Q181189	Arles Amphitheatre	Roman amphitheatre in Arles, France	Point(4.630924 43.677746)		20215	11704183									4160	https://en.wikipedia.org/wiki/Arles_Amphitheatre
582648311	http://www.wikidata.org/entity/Q111908303	Tomb of Lucius Sepunius Sandilianus	a Roman tomb at the Porta Nocera necropolis of Pompeii	Point(14.4945679 40.7495921)													
582862	http://www.wikidata.org/entity/Q3200897	Kydathenaion	ancient Athenian deme	Point(23.7306 37.974)		31201							380237DKyd				https://en.wikipedia.org/wiki/Cydathenaeum
582863	http://www.wikidata.org/entity/Q1274911	Melite	ancient Athenian deme	Point(23.719 37.975)		31202							380237DMel				https://en.wikipedia.org/wiki/Melite_(Attica)
582864	http://www.wikidata.org/entity/Q1779520	Kollytos	ancient Athenian deme	Point(23.71111111 37.95833333)		31203							380237DKll				https://en.wikipedia.org/wiki/Collytus
582865	http://www.wikidata.org/entity/Q13464949	Skambonidai	ancient Athenian deme	Point(23.726 37.979)									380237DSka				https://en.wikipedia.org/wiki/Scambonidae
582866	http://www.wikidata.org/entity/Q25113900	Acropolis hill	hill in Athens, Greece	Point(23.72572 37.97168)			265409										
582868	http://www.wikidata.org/entity/Q56397345	Eetioneia	fortified gate complex and locality in Piraeus, Greece	Point(23.634275 37.946338)									379236XEet				
582870	http://www.wikidata.org/entity/Q12873973	Ardettus	hill in Athens named for ancient shrine of Ardettos	Point(23.73972222 37.9675)							10833972		380237SArd				
582871	http://www.wikidata.org/entity/Q1357713	Mount Lycabettus	Cretaceous limestone hill in Athens, Greece	Point(23.75 37.98333)		46625	258374,6947708			sh2007006243			380237LLyk		315169370		https://en.wikipedia.org/wiki/Mount_Lycabettus
582871	http://www.wikidata.org/entity/Q1357713	Mount Lycabettus	Cretaceous limestone hill in Athens, Greece	Point(23.743055555 37.981944444)		46625	258374,6947708			sh2007006243			380237LLyk		315169370		https://en.wikipedia.org/wiki/Mount_Lycabettus
582993625	http://www.wikidata.org/entity/Q657272	Tell Bi'a	archaeological site in Syria	Point(39.0475 35.9575)						sh99002471					237445520		https://en.wikipedia.org/wiki/Tuttul
583623	http://www.wikidata.org/entity/Q3314937	Mines of Laurium	mine in Greece	Point(24.039891 37.712252)													https://en.wikipedia.org/wiki/Mines_of_Laurion
58370951	http://www.wikidata.org/entity/Q56083253	Large rock-cut temple	temple at Sikait, Eastern desert, Egypt	Point(34.796914 24.630914)												10143	
583864320	http://www.wikidata.org/entity/Q130252090	Sette Bassi aqueduct		Point(12.57809 41.840374)												58542	
583930486	http://www.wikidata.org/entity/Q27688138	House of Plotilla	ruin in Pompei	Point(14.4858713 40.7488338)													
584272773	http://www.wikidata.org/entity/Q105604746	Tre Ponti necropolis	an ancient necropolis of the Via Amerina in Italy	Point(12.3559929 42.2824968)													
584272774	http://www.wikidata.org/entity/Q104907509	Catacombs of Sant'Ilario	Paleochristian catacombs	Point(12.9703539 41.7524285)													
584324061	http://www.wikidata.org/entity/Q18498355	Colombarone	archaeological site in Pesaro, Italy	Point(12.78805 43.95079)		42170	8949956										
584523669	http://www.wikidata.org/entity/Q3531065	Tomba dei Boschetti	archaeological site in Carmignano, Italy	Point(11.0645 43.7962)		23741											
584523670	http://www.wikidata.org/entity/Q1407567	Tumulus of Montefortini	Etruscan tomb in Carmignano (FI) Italy	Point(11.0649 43.7928)		23742											https://en.wikipedia.org/wiki/Tumulus_of_Montefortini
584868518	http://www.wikidata.org/entity/Q87441002	Vergigno Roman villa		Point(11.0628787 43.7065313)													
584868518	http://www.wikidata.org/entity/Q87441002	Vergigno Roman villa		Point(11.06341 43.70622)													
584868520	http://www.wikidata.org/entity/Q3874141	Necropoli del Poggino	Etruscan tombs near Fonterutoli	Point(11.31301111 43.43760833)		42259											
584868520	http://www.wikidata.org/entity/Q3874141	Necropoli del Poggino	Etruscan tombs near Fonterutoli	Point(11.299662 43.437473)		42259											
584889481	http://www.wikidata.org/entity/Q633572	Temple of Hera, Olympia	temple in Greece	Point(21.62967 37.63878)		41878				sh98003158			376216SOHe		237536109		https://en.wikipedia.org/wiki/Temple_of_Hera,_Olympia
584920092	http://www.wikidata.org/entity/Q1732146	nuraghe Palmavera	archaeological site in Alghero, Sardinia, Italy	Point(8.2426912 40.5949529)													https://en.wikipedia.org/wiki/Nuraghe_Palmavera
585128	http://www.wikidata.org/entity/Q1163616	Long Walls	city wall in ancient Athens			25102							380237FLW1				https://en.wikipedia.org/wiki/Long_Walls
585129	http://www.wikidata.org/entity/Q131765252	Phalerikon Teichos															
585132	http://www.wikidata.org/entity/Q61890932	Dema Wall	a fortification wall in ancient Attica	Point(23.6688 38.0746)		34550							381237FDem				
585148249	http://www.wikidata.org/entity/Q3992623	Tomb of Seuthes III	tomb in Bulgaria	Point(25.3334 42.6999)													https://en.wikipedia.org/wiki/Tomb_of_Seuthes_III
585690562	http://www.wikidata.org/entity/Q3891628	Ancient Roman imperial palace of Milan	building in Milan, Italy	Point(9.180372 45.465065)													
585690563	http://www.wikidata.org/entity/Q3616683	Roman Amphitheatre of Benevento	building in Benevento, Italy	Point(14.7674 41.1324)		24260										4210	
585725955	http://www.wikidata.org/entity/Q97206898	Temple of Delphinian Apollo	ancient sanctuary in Athens	Point(23.733055555 37.968611111)									380237SDel				
585794923	http://www.wikidata.org/entity/Q20379066	Desmoterion	ruined building in Athenian Agora, perhaps a prison	Point(23.721166666 37.973833333)									380237BPri				
585882	http://www.wikidata.org/entity/Q13426470	Acherdous	ancient Athenian deme	Point(23.625 38.125)									380239DAch	60722			https://en.wikipedia.org/wiki/Acherdus
585888	http://www.wikidata.org/entity/Q19829611	Apollonieis	ancient Athenian deme														https://en.wikipedia.org/wiki/Apollonieis
585892	http://www.wikidata.org/entity/Q13426472	Auridai	ancient Athenian deme														https://en.wikipedia.org/wiki/Auridae
585895	http://www.wikidata.org/entity/Q19652366	Berenikidai	ancient Athenian deme										380239DBer				https://en.wikipedia.org/wiki/Berenicidae
585896	http://www.wikidata.org/entity/Q122898462	Bocarus	ancient river of the island Salamis, now dry	Point(23.4088 37.9042)													
585899	http://www.wikidata.org/entity/Q17664185	Chastieis	deme of Athens mentioned by Hesychius														https://en.wikipedia.org/wiki/Chastieis
585901	http://www.wikidata.org/entity/Q13465084	Cholleidai	ancient Athenian deme	Point(23.80277778 37.85527778)									380239DCho				https://en.wikipedia.org/wiki/Cholleidae
585905	http://www.wikidata.org/entity/Q1280279	Echelidai	place of ancient Attica	Point(23.691 37.944)									379237UEch				https://en.wikipedia.org/wiki/Echelidae
585909	http://www.wikidata.org/entity/Q18711201	Eroiadai	ancient Athenian deme	Point(23.646275 38.014602)		31126							380236DEro				https://en.wikipedia.org/wiki/Eroeadae_(Hippothontis)
585916	http://www.wikidata.org/entity/Q1572671	Hamaxanteia	ancient Athenian deme										380239DHam				https://en.wikipedia.org/wiki/Hamaxantia
585923	http://www.wikidata.org/entity/Q13422958	Krioa	ancient Athenian deme										380239DKri				https://en.wikipedia.org/wiki/Crioa_(Attica)
585931	http://www.wikidata.org/entity/Q19341022	Maroneia	ancient settlement in Attica	Point(24.00833333 37.72277778)									377240QMar				https://en.wikipedia.org/wiki/Maroneia_(Attica)
585931	http://www.wikidata.org/entity/Q690341	Maroneia	village in Rhodope, Greece	Point(25.516666666 40.9)		24864	735308										https://en.wikipedia.org/wiki/Maroneia
585936	http://www.wikidata.org/entity/Q13464934	Oion Kerameikon	ancient Athenian deme										380237DOiK	60705			https://en.wikipedia.org/wiki/Oeum_Cerameicum
585938	http://www.wikidata.org/entity/Q13526152	Otryne	ancient Athenian deme										380239DOtr				https://en.wikipedia.org/wiki/Otryne
585940	http://www.wikidata.org/entity/Q13416289	Pambotadai	ancient Athenian deme										380239DPam				https://en.wikipedia.org/wiki/Pambotadae
585942	http://www.wikidata.org/entity/Q19341018	Perrhidae	Deme of ancient Attica	http://www.wikidata.org/.well-known/genid/b5ae181b9e3bdf65f9d07b727f38e9c8													https://en.wikipedia.org/wiki/Perrhidae
585945	http://www.wikidata.org/entity/Q13416292	Phegous	ancient Athenian deme										380239DPhe	60714			https://en.wikipedia.org/wiki/Phegus
585949	http://www.wikidata.org/entity/Q13424342	Pithos	ancient Athenian deme										380239DPit				https://en.wikipedia.org/wiki/Pithus
585954	http://www.wikidata.org/entity/Q2750628	Rharian Field	place in Eleusis, Greece, associated with the Eleusinian Mysteries								10185076		381236LRaP	60801			https://en.wikipedia.org/wiki/Rharian_Field
585959	http://www.wikidata.org/entity/Q25163830	Sikelias hill	hill near Athens, Greece	Point(23.71534 37.96112)			8741145						380237LSik				
585963	http://www.wikidata.org/entity/Q19293978	Sphendale	deme of ancient Athens, unlocated	Point(23.79027778 38.23833333)													https://en.wikipedia.org/wiki/Sphendale
585965	http://www.wikidata.org/entity/Q60748231	Sybridae	deme of ancient Attica	http://www.wikidata.org/.well-known/genid/d85b2f85a95502adf11f341e8db53473													https://en.wikipedia.org/wiki/Sybridae
585967	http://www.wikidata.org/entity/Q13416287	Themakos	ancient Athenian deme										379238DThe				https://en.wikipedia.org/wiki/Themacus
585970	http://www.wikidata.org/entity/Q19311755	Titacidae	ancient deme of Attica	http://www.wikidata.org/.well-known/genid/a7dd83b26501d432c44b8a4e978530f2									380239DTit				https://en.wikipedia.org/wiki/Titacidae
