pleiades,item,itemLabel,chronique_ids,dare_ids,geonames_ids,gettytgn_ids,idaigaz_ids,loc_ids,manto_ids,nomisma_ids,topostext_ids,trismegistos_ids,viaf_ids,vici_ids,wikipedia_en
570686,http://www.wikidata.org/entity/Q1303524,Sphacteria,,41217,253965,,,,,,369217ISph,,,,https://en.wikipedia.org/wiki/Sphacteria
550604,http://www.wikidata.org/entity/Q12878601,Kabirion,,36712,,,,,,,400253SKab,,,,
501525,http://www.wikidata.org/entity/Q951149,Nicopolis ad Nestum,,21383,728779,,,,,,416238UNic,,,,https://en.wikipedia.org/wiki/Nicopolis_ad_Nestum
433059,http://www.wikidata.org/entity/Q201385,Gulf of Naples,,,3172393,1112431,,sh86008185,,,,,241425547,,https://en.wikipedia.org/wiki/Gulf_of_Naples
455355586,http://www.wikidata.org/entity/Q16248636,Washing Wells Roman Fort,,,,,,,,,,,,28144,https://en.wikipedia.org/wiki/Washing_Wells_Roman_Fort
550574,http://www.wikidata.org/entity/Q24915893,Hermocapelia,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Hermocapelia
109248,http://www.wikidata.org/entity/Q1378579,Pithiviers-le-Vieil,,,6434690,,,,,,,,243190972,,https://en.wikipedia.org/wiki/Pithiviers-le-Vieil
59969,http://www.wikidata.org/entity/Q8493,Amu Darya,,,"601415,601416",1052164,,,,,372673WOxu,,236363562,,https://en.wikipedia.org/wiki/Amu_Darya
373771,http://www.wikidata.org/entity/Q105407013,Sīdī Bū Fākhirah,,,2211356,,,,,,,,,,
128513,http://www.wikidata.org/entity/Q391753,Šitbořice,,,3066095,,,,,,,,,,https://en.wikipedia.org/wiki/%C5%A0itbo%C5%99ice
95873554,http://www.wikidata.org/entity/Q3983287,Temple of Vespasian,,,,,,,,,,,,,
619149,http://www.wikidata.org/entity/Q65044501,Diocaesarea,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Diocaesarea_(Cappadocia)
413190,http://www.wikidata.org/entity/Q1165749,Marrucini,,,,,,,,,423140RMar,14413,,,https://en.wikipedia.org/wiki/Marrucini
432796,http://www.wikidata.org/entity/Q277474,Colle d'Anchise,,26472,6541242,,,,,,,32806,,,https://en.wikipedia.org/wiki/Colle_d%27Anchise
648777,http://www.wikidata.org/entity/Q113946241,Sidamaria,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Sidamaria
236610,http://www.wikidata.org/entity/Q1615223,Suances,,,6360729,,,n84222475,,,,,154826772,,https://en.wikipedia.org/wiki/Suances
20403,http://www.wikidata.org/entity/Q790084,Avaldsnes,,,9404429,,,,,,,,9804149296220280670005,,https://en.wikipedia.org/wiki/Avaldsnes
447680269,http://www.wikidata.org/entity/Q1379828,Tilmen Höyük,,,7623015,,,,,,,,,,https://en.wikipedia.org/wiki/Tilmen_Hoyuk
335461216,http://www.wikidata.org/entity/Q645062,Arcus Argentariorum,,,,,,sh96003574,,,419125BAAr,,238810608,11554,https://en.wikipedia.org/wiki/Arcus_Argentariorum
531011,http://www.wikidata.org/entity/Q12881666,Nekromanteion of Acheron,,22001,,,,,,,392205SNek,,237428674,,https://en.wikipedia.org/wiki/Necromanteion_of_Acheron
573398,http://www.wikidata.org/entity/Q60790408,Oechalia,,,,,,,,,368228UOic,,,,https://en.wikipedia.org/wiki/Oechalia_(Messenia)
60090,http://www.wikidata.org/entity/Q3306198,Tawi River,,,"1433185,1254828",,,,,,,,237403838,,https://en.wikipedia.org/wiki/Tawi_River
599877,http://www.wikidata.org/entity/Q15633758,Chrysocheria Castle,,34329,,,,,,,370270FPer,,,,
148217,http://www.wikidata.org/entity/Q641068,Arelate,,173,,,,,,,437046UAre,3339,,2707,
118758,http://www.wikidata.org/entity/Q1214616,Castrum Iciniacum,,14064,8504472,,,,,,,,,9728,
119007,http://www.wikidata.org/entity/Q12060032,Tvršice,,,,,,,,,,,,,
39409,http://www.wikidata.org/entity/Q7257098,Ptolemais Theron,,27324,,,,,,,191373UPto,,,,https://en.wikipedia.org/wiki/Ptolemais_Theron
834300,http://www.wikidata.org/entity/Q11774548,Serboi,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Serboi
580136,http://www.wikidata.org/entity/Q1133291,Zea harbor,,,261163,,,,,,379237HZea,,,,https://en.wikipedia.org/wiki/Bay_of_Zea
206874,http://www.wikidata.org/entity/Q4677883,Acumincum,,,,,,,,,,29281,,,https://en.wikipedia.org/wiki/Acumincum
570733,http://www.wikidata.org/entity/Q9090574,Thuria,,31086,,,2362538,,10113656,,371220PTho,,,,https://en.wikipedia.org/wiki/Thuria_(Messenia)
570418,http://www.wikidata.org/entity/Q15780077,Lasion,,30996,,,,,,,378217PLas,37871,,,https://en.wikipedia.org/wiki/Lasion
491855883,http://www.wikidata.org/entity/Q1434239,Watling Street,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Watling_Street
216796,http://www.wikidata.org/entity/Q98640234,Douvanli,,,,,,,,,,,,,
399911223,http://www.wikidata.org/entity/Q17662599,Dicket Mead Roman villa,,,,,,,,,,,,,
119020,http://www.wikidata.org/entity/Q98351390,Cultural heritage D-1-7133-0366 in Walting,,,,,,,,,,28230,,,
157710058,http://www.wikidata.org/entity/Q967948,Velian Hill,,,,,,,,,419125LVla,,239712018,,https://en.wikipedia.org/wiki/Velian_Hill
907036116,http://www.wikidata.org/entity/Q32579,Phrygia,,,,,2043753,,8195625,phrygia,,,,,https://en.wikipedia.org/wiki/Phrygia
573485,http://www.wikidata.org/entity/Q20047246,Prosymna,,46253,,,,,10159967,,377226UPro,,245101660,,https://en.wikipedia.org/wiki/Prosymna
511264,http://www.wikidata.org/entity/Q17633577,Harpagion,,31390,,,,,,,403274UHar,,,,https://en.wikipedia.org/wiki/Harpagion
511273,http://www.wikidata.org/entity/Q65070150,Heracleium,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Heracleium_(Bithynia)
108823,http://www.wikidata.org/entity/Q732495,Brienne-la-Vieille,,8848,6446945,,,,,,,,,,https://en.wikipedia.org/wiki/Brienne-la-Vieille
638892,http://www.wikidata.org/entity/Q681096,Kandyba,,21480,,,,,,,363297UKan,,,,https://en.wikipedia.org/wiki/Kandyba
873325866,http://www.wikidata.org/entity/Q38281183,Glyfa ancient cemetery,,,,,,,,,390230XAnC,,,,
570255,http://www.wikidata.org/entity/Q60791914,Gatheae,,27433,,,,,,,373221UGat,,,,https://en.wikipedia.org/wiki/Gatheae
393959243,http://www.wikidata.org/entity/Q186990,Porta Tiburtina,,,,,,,,,419125FPTi,,,,https://en.wikipedia.org/wiki/Porta_Tiburtina
922695,http://www.wikidata.org/entity/Q129072,Persepolis,,22222,110836,,,n80063345,,,299529PPer,,145742096,2956,https://en.wikipedia.org/wiki/Persepolis
1001913,http://www.wikidata.org/entity/Q585250,Pamphylia,,,,,,sh87007963,10270184,pamphylia,370320RPam,,"173037848,51154381008930291528",,https://en.wikipedia.org/wiki/Pamphylia
638959,http://www.wikidata.org/entity/Q34866590,Fidan Burnu,,,314948,,,,,,,,,,
646461227,http://www.wikidata.org/entity/Q1139946,Horti Liciniani,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Horti_Liciniani
147181485,http://www.wikidata.org/entity/Q3777010,Paglicci Cave,,,,,,,,,,,234806588,,https://en.wikipedia.org/wiki/Paglicci_Cave
114787,http://www.wikidata.org/entity/Q2369909,Nabalia,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nabalia
59866,http://www.wikidata.org/entity/Q79980,Varanasi,,,1253405,,,n81068680,,,,,168498951,,https://en.wikipedia.org/wiki/Varanasi
187452,http://www.wikidata.org/entity/Q14907072,Lenensburg,,15933,,,,,,,,,,,
370793043,http://www.wikidata.org/entity/Q3612823,Almone,,,3183255,,,,,,419125WAlm,32111,,,https://en.wikipedia.org/wiki/Almone
570535,http://www.wikidata.org/entity/Q1855083,Orchomenus,,21918,,,,sh2019000037,9719384,,377223POrc,2738,,,https://en.wikipedia.org/wiki/Orchomenus_(Arcadia)
599698,http://www.wikidata.org/entity/Q6025907,Castabus,,21481,,,,,,,368282UKas,,,,https://en.wikipedia.org/wiki/Castabus
288865197,http://www.wikidata.org/entity/Q2458578,Tumulus of Trou de Billemont,,,,,,,,,,,,,
943743265,http://www.wikidata.org/entity/Q3538785,Clustumina,,,,,,,,,,7238,,,
378562727,http://www.wikidata.org/entity/Q127516682,Campus Viminalis,,,,,,,,,,,,,
373729,http://www.wikidata.org/entity/Q106407332,Amastor,,,,,,,,,,,,,
305063,http://www.wikidata.org/entity/Q2983525,Collo,,,2501162,,,,,,,,,,https://en.wikipedia.org/wiki/Collo
573370,http://www.wikidata.org/entity/Q16332586,Mesatis,,,,,,,10273411,,,,,,https://en.wikipedia.org/wiki/Mesatis
246617,http://www.wikidata.org/entity/Q104811691,Cerro de San Esteban (archaeological site),,,,,,,,,,,,,
980015044,http://www.wikidata.org/entity/Q108073664,"Tower 14, Dura-Europos",,,,,,,,,,,,,
550535,http://www.wikidata.org/entity/Q723091,Erythrae,,21201,315376,,2280274,,10270164,,384265PEry,16207,,,https://en.wikipedia.org/wiki/Erythrae
967060414,http://www.wikidata.org/entity/Q6851194,Milecastle 75,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Milecastle_75
531113,http://www.wikidata.org/entity/Q1432910,Taphians,,46214,,,,,8253962,,388208ITap,,3144648133209622259,,https://en.wikipedia.org/wiki/Taphians
540827,http://www.wikidata.org/entity/Q11925680,Hypata,,29360,,,,,,,389223PHyp,12110,241252426,,
844978,http://www.wikidata.org/entity/Q65046703,Kelesa,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kelesa
420615524,http://www.wikidata.org/entity/Q836108,Baths of Diocletian,,,8015092,,,,,,419125BTDi,,238771081,,https://en.wikipedia.org/wiki/Baths_of_Diocletian
795810,http://www.wikidata.org/entity/Q11923758,Gammai,,,,,,,,,,,,,
609573,http://www.wikidata.org/entity/Q85817055,Zemmeana,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Zemmeana
307322303,http://www.wikidata.org/entity/Q580842,Mount Fumaiolo,,,3176490,,,,,,,,,,https://en.wikipedia.org/wiki/Mount_Fumaiolo
570437,http://www.wikidata.org/entity/Q1872254,Loukou monastery,,31005,8411064,,,no99001078,,,374227ELou,,151589481,,https://en.wikipedia.org/wiki/Loukou_Monastery
573099,http://www.wikidata.org/entity/Q60791905,Apheidantes,,,,,,,10266919,,,,,,https://en.wikipedia.org/wiki/Apheidantes
579902,http://www.wikidata.org/entity/Q13436199,Cholargos,,31115,,,,,,,381237DCho,,,,https://en.wikipedia.org/wiki/Cholargos_(deme)
354121,http://www.wikidata.org/entity/Q105994605,Gasr Mara,,,,,,,,,,,,,
252614720,http://www.wikidata.org/entity/Q2662246,Ketef Hinnom,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ketef_Hinnom
491680,http://www.wikidata.org/entity/Q249561,Paeonia,,,,,,,8195619,"paeonian_kingdom,paeonia",415220RPai,,245427012,,https://en.wikipedia.org/wiki/Paeonia_(kingdom)
648665,http://www.wikidata.org/entity/Q111526683,Cestrus,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Cestrus
89309,http://www.wikidata.org/entity/Q81445376,Carriden Roman fort,,23499,,,,,,,,15347,,,
118569,http://www.wikidata.org/entity/Q103163525,Heidenheim (Samian Ware Discovery Site),,,,,,,,,,,,,
570519,http://www.wikidata.org/entity/Q17524320,Oinoe,,22776,,,,,8253975,,382234DOin,60741,,,https://en.wikipedia.org/wiki/Oenoe_(Attica)
619262,http://www.wikidata.org/entity/Q85801787,Soandos,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Soandos
888638018,http://www.wikidata.org/entity/Q109375494,Temple of Atargatis,,,,,,,,,,,,24650,https://en.wikipedia.org/wiki/Temple_of_Atargatis
579883,http://www.wikidata.org/entity/Q13422916,Atene,,34548,,,,,,,377240DAte,,,,https://en.wikipedia.org/wiki/Atene_(deme)
933607030,http://www.wikidata.org/entity/Q5002047,Bussock Camp,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Bussock_Camp
648723,http://www.wikidata.org/entity/Q111526899,Claudiopolis,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Claudiopolis_(Cilicia)
580120,http://www.wikidata.org/entity/Q13415595,Thria,,22784,,,,,,,381236DThr,,,,https://en.wikipedia.org/wiki/Thria_(Attica)
433125,http://www.wikidata.org/entity/Q43306941,Sirpium,,,,,,,,,,,,,
47231724,http://www.wikidata.org/entity/Q291241,Temple of Dakka,,42467,,,,,,,,,8213154923720563780009,,https://en.wikipedia.org/wiki/Temple_of_Dakka
550877,http://www.wikidata.org/entity/Q1583181,Sigeion,,22058,,,,,,,400262USig,,,,https://en.wikipedia.org/wiki/Sigeion
266005,http://www.wikidata.org/entity/Q10400,Almería,,26939,6355530,7007262,,n80001096,,,,26568,161802803,,https://en.wikipedia.org/wiki/Almer%C3%ADa
540967,http://www.wikidata.org/entity/Q25019614,Livadostra stream,,,258184,,,,10146465,,383233WOer,,,,
413331,http://www.wikidata.org/entity/Q116383431,Q116383431,,,,,,,,,,,,18370,
118537,http://www.wikidata.org/entity/Q3951,Aalen,,,2959927,,2045956,n82156259,,,,20052,133719470,,https://en.wikipedia.org/wiki/Aalen
926170979,http://www.wikidata.org/entity/Q117087323,archaeological site of Monte Bibele,,,,,,,,,,,,,
216856,http://www.wikidata.org/entity/Q12723650,Castra Jidava,,34209,,,,,,,,,,7486,https://en.wikipedia.org/wiki/Jidava_(castra)
108748,http://www.wikidata.org/entity/Q4100,Baden-Baden,,,2953504,7005172,2045408,n50057123,,,,27834,247457781,,https://en.wikipedia.org/wiki/Baden-Baden
148237,http://www.wikidata.org/entity/Q475991,Venasque,,,2970151,,,n85319130,,,,,159521303,,https://en.wikipedia.org/wiki/Venasque
118703,http://www.wikidata.org/entity/Q643951,Gleichen,,,3207210,,,n85125136,,,,,"236341715,130249528",,"https://en.wikipedia.org/wiki/Gleichen,_Lower_Saxony"
655252779,http://www.wikidata.org/entity/Q5050436,Castle of Ucero,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Castle_of_Ucero
50163782,http://www.wikidata.org/entity/Q427143,Samara Bend,,,499070,,,,,,,,315529110,,https://en.wikipedia.org/wiki/Samara_Bend
580068,http://www.wikidata.org/entity/Q13427357,Perithoidai,,31175,,,,,,,380237DPer,,,,https://en.wikipedia.org/wiki/Perithoedae
570369,http://www.wikidata.org/entity/Q25117391,Cape Aimilianos,,43600,265520,,,,,,,,,,
687902,http://www.wikidata.org/entity/Q1395229,Gaza,,21672,,,,,,,315344UGaz,,,,https://en.wikipedia.org/wiki/Gaza
406470991,http://www.wikidata.org/entity/Q12901765,Regio V Esquiliae,,,,,,,,,,43711,,,https://en.wikipedia.org/wiki/Regio_V_Esquiliae
971771,http://www.wikidata.org/entity/Q12824964,Kafirkala,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kafir-kala_(Tajikistan)
664290121,http://www.wikidata.org/entity/Q3907057,Poggio di Moscona,,,12324400,,,,,,,,,,
687931,http://www.wikidata.org/entity/Q11713655,Joppa,,,,,,,10146544,,320348UJop,905,,,
978176715,http://www.wikidata.org/entity/Q1492262,Gallarus Oratory,,,2964187,,,,,,,,233920538,,https://en.wikipedia.org/wiki/Gallarus_Oratory
967060279,http://www.wikidata.org/entity/Q12065856,Pike Hill Signal Tower,,25446,,,,,,,,,,,https://en.wikipedia.org/wiki/Pike_Hill_Signal_Tower
256314,http://www.wikidata.org/entity/Q20089083,Munda,,31292,,,,,,,374000UMun,,,,
673092243,http://www.wikidata.org/entity/Q3021298,Dehistan – Mishrian,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Dehistan/Mishrian
442470,http://www.wikidata.org/entity/Q3664304,Celone,,,,,,,,,,,,,
550756,http://www.wikidata.org/entity/Q609532,Myrina,,23582,11395829,,,,,,388270PMyr,,,,https://en.wikipedia.org/wiki/Myrina_(Aeolis)
330217806,http://www.wikidata.org/entity/Q111086427,Ai Lia temples,,,,,,,,,382222SKyr,,,,
857276,http://www.wikidata.org/entity/Q203409,Rioni,,,612312,1129121,,sh94009613,9414330,,422417WPha,,246965275,,https://en.wikipedia.org/wiki/Rioni
781089344,http://www.wikidata.org/entity/Q17674536,"Okehampton Roman fort, fortlet and associated enclosures",,,,,,,,,,,,,
236335,http://www.wikidata.org/entity/Q12383187,Aquis Originis,,36182,,,,,,,,,,,
138534,http://www.wikidata.org/entity/Q292384,Île de Ré,,43789,2984309,,,"sh2018000159,n82106031",,,,,170056727,,https://en.wikipedia.org/wiki/%C3%8Ele_de_R%C3%A9
432911,http://www.wikidata.org/entity/Q898417,Liternum,,23180,,,,,,,409140ULit,,,1870,https://en.wikipedia.org/wiki/Liternum
207219,http://www.wikidata.org/entity/Q178168,Mitrovica,,33484,789225,1065067,,n86027869,,,,,167609053,36294,"https://en.wikipedia.org/wiki/Mitrovica,_Kosovo"
348371058,http://www.wikidata.org/entity/Q7225955,Polonnaruwa Vatadage,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Polonnaruwa_Vatadage
127132166,http://www.wikidata.org/entity/Q4997042,Bullsdown Camp,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Bullsdown_Camp
383614,http://www.wikidata.org/entity/Q1254768,Cenomani,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Cenomani_(Cisalpine_Gaul)
629076,http://www.wikidata.org/entity/Q1861963,Sulusaray,,21224,300141,,,,,,400361UHer,,64144647642889532112,,https://en.wikipedia.org/wiki/Sulusaray
53963660,http://www.wikidata.org/entity/Q3662367,Castello Savelli Torlonia,,,,,,,,,,,,,
742422331,http://www.wikidata.org/entity/Q1114081,Great Dolmen of Comenda da Igreja,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Great_Dolmen_of_Comenda_da_Igreja
543871523,http://www.wikidata.org/entity/Q2634480,Farfa Abbey,,,7506755,,,n85336376,,,,,137282486,,https://en.wikipedia.org/wiki/Farfa_Abbey
344529,http://www.wikidata.org/entity/Q106300245,Umm el-Gueloub,,,,,,,,,,,,,
878177649,http://www.wikidata.org/entity/Q1917233,Door of Mher,,,,,,,,,,,,,
288984567,http://www.wikidata.org/entity/Q2091585,Arch of Septimius Severus,,,,,,,,,,,,,
991638694,http://www.wikidata.org/entity/Q3984379,Terme Achilliane,,42353,,,,,,,,,,58377,
562679826,http://www.wikidata.org/entity/Q380522,Aedes Tensarum,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Aedes_Tensarum
570657,http://www.wikidata.org/entity/Q3566505,Selemnos,,,254036,,,,10274473,,383218WSel,,,,https://en.wikipedia.org/wiki/Selemnos
108894,http://www.wikidata.org/entity/Q666165,Augusta Treverorum,,2,,,,,,,498066UCol,,,,https://en.wikipedia.org/wiki/Augusta_Treverorum
118888,http://www.wikidata.org/entity/Q759836,Oberhochstatt,,,,7126573,,,,,,,240086577,,
413122,http://www.wikidata.org/entity/Q206730,Etruria,,,,7024113,2072406,n80082610,9882132,etruria,430105RTyr,13603,150032944,,https://en.wikipedia.org/wiki/Etruria
216758,http://www.wikidata.org/entity/Q5057059,Castra Cedonia,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Cedonia_(castra)
71626430,http://www.wikidata.org/entity/Q319841,Luxor Temple,,,8224875,,,sh93002984,,,,,248210396,21919,https://en.wikipedia.org/wiki/Luxor_Temple
219478548,http://www.wikidata.org/entity/Q1817943,altar of Hieron,,,10344495,,,,,,,,11145424471386830377,,https://en.wikipedia.org/wiki/Altar_of_Hieron
954023893,http://www.wikidata.org/entity/Q3538806,Quirina,,,,,,,,,,5400,,,
79321,http://www.wikidata.org/entity/Q17664242,"Romano-British villa, with cemetery and associated building, at Batten Hanger, 600m south east of Hill Lands Farm",,,,,,,,,,,,,
981550,http://www.wikidata.org/entity/Q207118,Roman Syria,,,8378529,7030348,,,,,,2211,,,https://en.wikipedia.org/wiki/Roman_Syria
59851,http://www.wikidata.org/entity/Q7348,Indus River,,,1115007,,,,,,254683WInd,,237269647,,https://en.wikipedia.org/wiki/Indus_River
1043,http://www.wikidata.org/entity/Q4918,Mediterranean Sea,,,363196,7016735,,sh85083236,,,,,239897976,,https://en.wikipedia.org/wiki/Mediterranean_Sea
783,http://www.wikidata.org/entity/Q1286,Alps,,,2661786,,,sh85003839,,,441073LAlp,42777,148144928888154441142,,https://en.wikipedia.org/wiki/Alps
540998,http://www.wikidata.org/entity/Q652674,Pagasae,,22810,,,,,11289361,,393229PPag,,,,https://en.wikipedia.org/wiki/Pagasae
570049,http://www.wikidata.org/entity/Q60790078,Aegium,,21941,,,,,9718745,,383221PAig,78,,2139,https://en.wikipedia.org/wiki/Aegium
550452,http://www.wikidata.org/entity/Q85742910,Arilla,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arilla_(Lydia)
530860,http://www.wikidata.org/entity/Q56585313,Elaea,,,,,2361632,,,,394206PEle,,,,https://en.wikipedia.org/wiki/Elaea_(Epirus)
363927,http://www.wikidata.org/entity/Q106129078,Bi’r al ‘Utaylah,,,2209109,,,,,,,,,,
109229,http://www.wikidata.org/entity/Q577724,Oberaden,,17003,,,,,,,,,,8543,
589870,http://www.wikidata.org/entity/Q38280004,Kisamos ancient city,,,,,,,,,355237UKis,,,,https://en.wikipedia.org/wiki/Cisamus
418729933,http://www.wikidata.org/entity/Q619477,Temple of Apollo,,26492,,,,,,,,,,,https://en.wikipedia.org/wiki/Temple_of_Apollo_(Syracuse)
197408,http://www.wikidata.org/entity/Q15736475,Neviodunum,,,,,,,,,,,246271384,1983,
414510,http://www.wikidata.org/entity/Q1254175,Ponte di Quintodecimo,,38510,,,,,,,,,,,https://en.wikipedia.org/wiki/Ponte_di_Quintodecimo
844863,http://www.wikidata.org/entity/Q85742526,Apsoda,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Apsoda
589753,http://www.wikidata.org/entity/Q112875957,Dembla site,,28772,,,,,,,355240XDeb,,,,
888638052,http://www.wikidata.org/entity/Q82074439,Military Zeus Temple,,,,,,,,,,,,,
570207,http://www.wikidata.org/entity/Q118744800,Eileoi,,,,,,,,,374233UEil,,,,
237512727,http://www.wikidata.org/entity/Q21040915,Amphitheatre of Padua,,23962,,,,,,,,,257135469,4250,
29547,http://www.wikidata.org/entity/Q1074810,Drangiana Satrapy,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Drangiana
240096674,http://www.wikidata.org/entity/Q130380959,Archaeological area of Macchia Grande,,,,,,,,,,,,,
41409822,http://www.wikidata.org/entity/Q70772393,Odeon in Ptolemais,,24353,,,,,,,,,,17490,
874723,http://www.wikidata.org/entity/Q106520011,Tell Abu Marya,,,,,,,,,,,,,
442691,http://www.wikidata.org/entity/Q51825,Conversano,,,6540023,,,n81125370,,,,,155952668,,https://en.wikipedia.org/wiki/Conversano
1001136,http://www.wikidata.org/entity/Q21556448,Anatolike,,,,,,,,,,,,,
550575,http://www.wikidata.org/entity/Q1351474,Gediz River,,,314714,,,sh94001893,9878412,,385281WHer,,233702923,,https://en.wikipedia.org/wiki/Gediz_River
541110,http://www.wikidata.org/entity/Q17631096,Spalathra,,,,,,,,,392232USpa,,,,https://en.wikipedia.org/wiki/Spalathra
29800,http://www.wikidata.org/entity/Q4103586,Varahsha,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Varakhsha
413212,http://www.wikidata.org/entity/Q242990,Montelibretti,,,6543032,,,,,,,,245822007,,https://en.wikipedia.org/wiki/Montelibretti
728475463,http://www.wikidata.org/entity/Q605721,Torre dei Conti,,,,,,,,,,,234347520,,https://en.wikipedia.org/wiki/Torre_dei_Conti
570609,http://www.wikidata.org/entity/Q5505071,Phrixa,,31048,,,,,10268856,,376217UPhr,,,,https://en.wikipedia.org/wiki/Phrixa
408036363,http://www.wikidata.org/entity/Q17651200,"Cadbury Hill Camp, Congresbury",,,,,,,,,,,,,
707596,http://www.wikidata.org/entity/Q22988494,Palaia Pafos,,,146242,,,,9619334,,347326PPal,,,,
108842,http://www.wikidata.org/entity/Q1025403,Caeroesi,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Caerosi
889101791,http://www.wikidata.org/entity/Q2177455,Vicus Jugarius,,,,,,,,,,43790,,,https://en.wikipedia.org/wiki/Vicus_Jugarius
973087402,http://www.wikidata.org/entity/Q17333002,Su Coddu Eneolithic village,,,,,,,,,,,,,
260329423,http://www.wikidata.org/entity/Q27055768,Hospitium of Hermes (I.1.8),,,,,,,,,,,,,
541100,http://www.wikidata.org/entity/Q106412527,Sigditsa Fort,,34369,,,,,,,386223FSig,,,,
590081,http://www.wikidata.org/entity/Q1674880,Mount Tityros,,41892,,,,,11309303,,358238LTit,,,,https://en.wikipedia.org/wiki/Mount_Tityros
805600,http://www.wikidata.org/entity/Q71223686,fourth cataract of the Nile,,,368263,,,,,,,,,,
413323,http://www.wikidata.org/entity/Q1231483,Sovana,,16468,3166324,,,n85222270,,,,,146650776,,https://en.wikipedia.org/wiki/Sovana
167958,http://www.wikidata.org/entity/Q2574456,Vellavi,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Vellavii
599653,http://www.wikidata.org/entity/Q17633726,Hydissus,,22648,,,,,,,372278UHyd,,,,https://en.wikipedia.org/wiki/Hydissus
187479,http://www.wikidata.org/entity/Q644055,Mollis,,17291,2659636,,,n78047574,,,,,136021801,,https://en.wikipedia.org/wiki/Mollis
207462,http://www.wikidata.org/entity/Q156053,Srebrenica,,,3190159,,,nr96032484,,,,,148202777,,https://en.wikipedia.org/wiki/Srebrenica
55568842,http://www.wikidata.org/entity/Q29002315,Bulla Regia amphitheatre,,24698,,,,,,,,,,4312,
79651,http://www.wikidata.org/entity/Q103174437,Leicester (Samian Ware Discovery Site),,,,,,,,,,,,,
197323,http://www.wikidata.org/entity/Q1513659,Castra Intercisa,,"26738,44957,44962,44960,26739,44959,26741,26740,44958,44956,44955,44961,10848",,,,,,,,,,,
659746118,http://www.wikidata.org/entity/Q28978001,Volsinii amphitheatre,,24579,,,,,,,,,,4276,
648764,http://www.wikidata.org/entity/Q11947780,Sarpedon,,,,,,,,,,,,,
585905,http://www.wikidata.org/entity/Q1280279,Echelidai,,,,,,,,,379237UEch,,,,https://en.wikipedia.org/wiki/Echelidae
707596,http://www.wikidata.org/entity/Q64433741,Paphos,,,,,,,,,,,,,
138284,http://www.wikidata.org/entity/Q1080911,Chabris,,15502,3027673,1032537,,no2003048984,,,,,167672428,,https://en.wikipedia.org/wiki/Chabris
203193875,http://www.wikidata.org/entity/Q1355961,Ermine Street,,,,,,,,,,,244284514,,https://en.wikipedia.org/wiki/Ermine_Street
11924822,http://www.wikidata.org/entity/Q3538783,Arnensis,,,,,,,,,,7242,,,
541126,http://www.wikidata.org/entity/Q2361783,Tegyra,,29470,,,,,,,385231UTeg,,,,https://en.wikipedia.org/wiki/Tegyra
20515,http://www.wikidata.org/entity/Q6439455,Krusza Zamkowa,,,,,,,,,,,243532756,,https://en.wikipedia.org/wiki/Krusza_Zamkowa
148042,http://www.wikidata.org/entity/Q2943259,Cavares,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Cavari
854370382,http://www.wikidata.org/entity/Q71776607,Ashtead Roman Villa,,25910,,,,,,,,,,6765,
609393,http://www.wikidata.org/entity/Q542854,Gordion,,21575,313958,,,,,,397320UGor,11821,245658159,11047,https://en.wikipedia.org/wiki/Gordion
207349,http://www.wikidata.org/entity/Q657786,Plješivica,,,3193164,,,,,,,,316747654,,https://en.wikipedia.org/wiki/Plje%C5%A1ivica
579878,http://www.wikidata.org/entity/Q14906057,Temple of Artemis Tauropolos,,31108,,,,,,,380240STau,,,,
